question,offer,experience,difficulty,interview,source
 Explain a time when you reached a goal and tell me your process to reaching it?   ,Accepted Offer,Positive Experience,Easy Interview,"Applied online and one week later got a phone call for phone interview. Two days later went to interview with hiring manager and branch manager, called me the same day. Basic interview, really customer service and sales based questions. I didn't have any sales experience so I focused heavily on customers service. I was told they could teach me to sell products.",wellsfargo
" None were difficult. I received an email with ""potential"" interview questions and they were identical to the ones that were asked.   ",Accepted Offer,Negative Experience,Average Interview,,wellsfargo
 What is your past sales experience?   ,Accepted Offer,Positive Experience,Average Interview,"Phone interview, face to face interview and sometimes group interview. Interviews are very simple and the hiring people are very friendly. They make you feel comfortable with them and all questions are related to sales and how to handle customers.",wellsfargo
 None just be ready to sell them on your sales experience.   ,No Offer,Negative Experience,Average Interview,First I completed the online application which lead to a questionnaire with basic personality questions. After completion I received a email saying I was selected for a group interview. It was 5 applicants at the group interview and it was basically focused on sales experience questions. I received a follow up call from HR requesting an interview with a District Manager. The interview was at 1:30p since it was in the city I got their early to find a park. I was in the branch at 1:10p talking with some of the employees there until 1:45p because he never showed. When he finally called he said he was sick. We rescheduled for Saturday at 12 noon and still he was late. The interview was sales related just like the group interview but with SMART questions. The next week I received another interview with a branch manager which went well even though it started late also. She said she liked me and wanted to move forward. After waiting 2 1/2 weeks HR called to say the position had been cancelled and I can reapply in January. Luckily for me I had another offer with another bank. Very unorganized and unprofessional group of people except for the last manager.,wellsfargo
 Tell me how you go above and beyond   ,Accepted Offer,Neutral Experience,Average Interview,The phone interview was done after 3 days of applying online. The interviewer told me to back back from her in few days. Just prepare for the interview and you should be fine. A relax and easy interview in my opinion,wellsfargo
 I would say the only thing that was unexpected was how we went about the group interview. The recruiter did not call out names for us to answer questions. The recruiter let us choose who should go first and so on. I just was calm and look a little longer than expected.   ,No Offer,Positive Experience,Easy Interview,"The interview was extremely easy. There was a group interview of about 15 people. Just asked very simple questions about your work history. Tip: Just be yourself!!! Also please make sure that you dress the part, such as you need to wear a suit or suit skirt. You need to always look professional at all times when you have interview such as this one.",wellsfargo
 Sales question - What have you done to rectify a customer scenario and turn it into a positive one?   ,Accepted Offer,Positive Experience,Average Interview,"Initially contacted by a Recruiter to come into a large business suite and do a group interview, each person tells a little about themselves and then each individually answers questions about various scenarios. The candidates must stand and say their name before answering each question. It's important to answer the questions in a way that is the ""right"" answer but still makes you stand out. Dress business professional, arrive at least 15 minutes early. Wells Fargo is sizing you up the minute they see you.",wellsfargo
 Tell me about a time when you gave exceptional customer service   ,Accepted Offer,Positive Experience,Average Interview,"Basic Star Questions, Google what it is to have a general understanding of what it is. They will ask about a situation and you have to talk about the situation, how you acted, and the end results. Fairly simple all in all",wellsfargo
 Tell me about a time when you went above and beyond to make sure an internal/external customer was satisfied and the job got done?   ,Accepted Offer,Positive Experience,Average Interview,"the interviewing process was typical. I had a phone screening to go over basic question and over my resume. The next process was the phone interview by a recruiter w/in the company, once I passed the phone interview by answering the common behavioral question; I then went on to the 1x1 which was pretty relaxed due to knowing the hiring manger. Being ready to answer the typical behavior questions helped me get the job.",wellsfargo
 What is something recent you are most proud of accomplishing?   ,Accepted Offer,Positive Experience,Average Interview,First round HR screening. Behavioral based interview questions. STAR technique. Second was phone interview with panel. Third was presentation for a panel in uptown charlotte. The job offer was made about a week after the final interview. The guy who called me failed to tell me all the salary details but the process went smooth.,wellsfargo
 Example of you using great customer service.   ,Accepted Offer,Positive Experience,Average Interview,,wellsfargo
 tell me about a time you dealt with a difficult customer and how did you resolve that?   ,Accepted Offer,Positive Experience,Easy Interview,standard interview questions most large companies ask. usually interviewed by 2 different managers and both are taking notes. feedback from interview takes some time to get results as to whether or not you got the job. if you are denied job can take even longer to hear anything back from the company,wellsfargo
 Name a time you went above and beyond for a customer?   ,No Offer,Positive Experience,Average Interview,Applied online and was called in for interview about a week later. Interview done by store manger. Consisted of the basic interview questions. There was an emphasis on being able to meet the sales goals. Pleasant experience. No job offer.,wellsfargo
 Why do like this job?   ,No Offer,Positive Experience,Average Interview,"I applied online it took them 3 weeks. They called me and scheduled for an interview. I have a one on one with the supervisor and the assistant. They were nice and they asked a lot of questions. They asked questions about my present job what I do. Why I like to leave my present job? So, on so forth.",wellsfargo
,No Offer,Neutral Experience,Average Interview,It took 1 day after I applied to set up an interview. It was a group interview with about 20 candidates and that made me really nervous. I sat close to the managers but they could tell I was not prepared. They chose 10 candidates to go on to the next level of interviews and I was not one. I wasn't too impressed with the attitude the manager gave off when answering questions but alot of us were not prepared.,wellsfargo
 Why do you wanna work for Wells Fargo. What was your previous employers work place like? Have you been in a job with sales?   ,Accepted Offer,Negative Experience,Average Interview,After application you take an online assessment. Then you do a phone interview. Then get a face to face interview. Interview is very easy just basic questions. Wanna make sure you are comfortable selling and with customers.,wellsfargo
 Why Wells Fargo?   ,Accepted Offer,Positive Experience,Average Interview,"I applied online without a referral and I received a call a week later. I did one phone interview and was prompted to come in for a second in store interview with two of the managers. There were a group of maybe four of us and were asked the typical behavioral questions, if we had ever dealt with money etc.",wellsfargo
,Accepted Offer,Positive Experience,Difficult Interview,You apply online and wait for an email asking what time you want to set up a phone interview. If you pass that you will get an inperson interview and it could be in a group or just by yourself and it will be with two managers and one will be asking most of the question while the other writes. It can take a while to actually get hired just keep a positive mind,wellsfargo
 why do you want to work for wells fargo   ,Accepted Offer,Negative Experience,Easy Interview,"group interview first of about 15-20 people. most didn't have college degrees. very simple questions asked. received a call back the next day then had an interview at the specific store location. was offered the job, did a background check, began training shortly after at a different branch/location than I would be working at",wellsfargo
 Give an example where you went above and beyond to help a customer ?   ,Accepted Offer,Positive Experience,Average Interview,"You get a total of 3 interviews, one phone, group and face to face with manager. They mostly ask you about cash handling experience and sales experience. They give you scenarios and what you would do in each scenario. Think of a lot of customer service and sales scenarios.",wellsfargo
,Accepted Offer,Positive Experience,Difficult Interview,"If you make it past the first two interviews, that is impressive. Look nice, whiten your teeth, know about the stock market. Don't dress too sexy if you're a young lady, dress with class.",wellsfargo
 Describe a time you dealt with a difficult customer?   ,Declined Offer,Neutral Experience,Average Interview,It was very easy. Managers were very easy to talk to. No need to worry. There was only one recruiter. Dress professionally and you should be fine. Don't sound like a robot. Sell all your benefits.,wellsfargo
 Tell me about a time you had to overcome a customer objection. What was the objection and how did you handle it?   ,Accepted Offer,Positive Experience,Average Interview,"Fairly warm interview, straightforward if applicant has strong understanding of general sales and customer service principals, interviewing manager provided realistic job expectations. Process may be easier if referred by current employee, however there will be a phone interview and 1:1 second level interview in person.",wellsfargo
 I was asked to differentiate between the IB and S&T departments.   ,No Offer,Negative Experience,Difficult Interview,The process was challenging. You need to be confident in yourself going into the process and really have a good grasp on why you are choosing sales and trading over investment banking or any other financial job.,wellsfargo
 Can you handle pressure?   ,Accepted Offer,Negative Experience,Easy Interview,Very short - to the point - I felt as though they were just determining if I could talk to people - it took less than 30 minutes and I felt confident in the questions and answers. One day after my training ended and I was back in the branch they let go the branch manager,wellsfargo
 Explain the three financial statements to someone that no clue what they are.   ,No Offer,Positive Experience,Average Interview,My school is a target school so I applied through its career website for on campus recruitment. They got back to me within a week. The recruiter was very laid back and all but one of his questions were behavioral. I think that the whole interview lasted no more than 20 minutes.,wellsfargo
 Describe a time when you didn't meet a deadline. What was the result? How did you handle it?   ,Accepted Offer,Average Interview,,I worked through a recruitment firm to get set up with an interview. The interview was scheduled quickly - I sat with two managers who had clearly interviewed A LOT of people. They seemed somewhat bored and rehearsed - but still interested in what I had to say.,wellsfargo
,Accepted Offer,Negative Experience,Average Interview,"Once you apply online, you will wait and wait for a respose unless you apply more towards the deadline when they're anxious to fill the class. You will have a phone interview with someone and might get called in for an interview. If you do you will sit across from 1 or even 2 supervisors in the dept you're going for and probably be dressed way more professional than them as well. They do not ask stupid STAR questions so that's a plus. They just want to find out if you have enough experience to learn the job. They do a backround check and fingerprints, but no drug test, go figure, probably cause no one would work here if they couldnt do them.",wellsfargo
 Wells Fargo uses behavioral type questions during the interview.   ,Accepted Offer,Neutral Experience,Difficult Interview,"An HR recruiter contacts you for an initial phone interview. If you pass this pre-screening, you are then moved to a face-to-face interview with the hiring manager at a later date.",wellsfargo
 What do you feel are the most important qualities for a Personal Banker.   ,No Offer,Positive Experience,Average Interview,,wellsfargo
" You are offering a loan to a small business owner looking to expand his business and acquire a car rental franchise, how do you value the business?   ",No Offer,Positive Experience,Average Interview,Wells Fargo has been one of the friendliest companies I have interviewed with. I contacted a recruiter and she was very friendly at pointing me out on the right direction. After about two weeks after an initial conversation I received an invitation to do an interview with their commercial banking division. The interview was a mix of behavioral and technical questions. The technical questions were hypothetical what-if scenarios used to assess your knowledge in finance and accounting.,wellsfargo
 General behavioral was plus few technical qns   ,No Offer,Average Interview,,Fair process but starting wage is low. Employer needs to match the going market rate to reduce the turnover. Be prepared to use the STAR method of answering questions. Technical qns concentrate on acct Balance Sheet inc,wellsfargo
 script reading wasnt that hard but probably the hardest part of the interview process   ,Accepted Offer,,,"The process was ok, first was a phone interview, second a group interview (be sales oriented) and finally one last group interview where they have you script read in front of managers and district managers.",wellsfargo
 Describe a situation in which you had to overcome several obstacles to perform your job   ,Declined Offer,,,,wellsfargo
 Describe a time you provided excellent customer service and a time you solved a problem.   ,Accepted Offer,Positive Experience,Easy Interview,I applied online and immediately filled out an online screening. If you do well on the screening it prompts you to select a time for a group interview. The group interview was at the headquarters with a Wells Fargo recruiter and about 12 applicants. The questions were pretty simple. We went around the room and introduced ourselves and explained why we chose Wells Fargo. They like for your To emphasize their focus on customer service. Sales experience also looks good. There were about two other questions: Explain a time when you provided excellent customer service and a time where you had to solve a problem. I got a call back less than an hour later scheduling an interview with a branch manager and service manager. That interview was two days later. They asked more in depth questions about my previous experiences with customer service and sales experience as well as the same questions that were asked in the group interview. I didn't have any previous sales experience and was honest about that but expressed my interest in learning their process and how my previous customer service experience would tie in with sales. Be prepared to answer with specific examples and be sure to have copies of your resume. I got a call back the next day with a job offer. They do group training classes and I was placed in the next available class which was about two weeks later.,wellsfargo
 Tell me of a time you had little or no direction.   ,Declined Offer,,,,wellsfargo
" When was a time you went above and beyond with customer service ? Name a time you set a sales goal and accomplished it, how did you do it ? Why do you want to work for Wells Fargo ?   ",No Offer,Positive Experience,,"I first filled out the application online, went through the assessment test, got an email for the interview which was a group interview of about 12 candidates all for different locations. The interview went very well the recruiter was very nice and welcoming made you feel comfortable. You watch a video fill out another application and then she asked the group about 4 questions all related to your past work experience. Make sure to participate and think about your answers before answering.",wellsfargo
" Asked about sales experience, strengths and weaknesses at former job, how to handle difficult customers etc   ",Accepted Offer,,,,wellsfargo
 How does ebita affect cash flow.   ,No Offer,Positive Experience,Average Interview,"Applied online through Wells Fargo website and received an email about a week or two later for a phone interview. Fairly easy interview, just asked why I was interested in the program and a few accounting questions about how the three financial statements interconnect. I was then given an in person interview consisting of behavioral questions and maybe 3 accounting questions. Very relaxed atmosphere.",wellsfargo
 Describe a time.....?   ,No Offer,Neutral Experience,Average Interview,,wellsfargo
 They were all pretty generic- need to think of good stories/experiences to use that can fit into multiple generic questions   ,Accepted Offer,Positive Experience,Average Interview,"Contacted for phone interview. First round was with the recruiter alone. A week later, I was contacted again and because I did not live in the area that the job was located, a second phone interview with the recruiter and another employee was conducted. The questions were all behavioral, pretty straightforward and general interview questions-- they try to keep it generic across all positions",wellsfargo
 Ask about your sales or cash handling experience   ,No Offer,,,First you go through a phone interview with an HR person. Then you are invited to a group interview. If they like you then they make you an offer.,wellsfargo
 What do you use to navigate through web pages?   ,Accepted Offer,Positive Experience,Average Interview,"I applied online, (make sure your resume showcases the minimal requirements for the position) and was contacted via email 2 days later to schedule a phone interview. I was very nervous for the phone interview but it went well, the recruiter went over my prior work history and asked questions about my knowledge of computer use and technology. Mainly focusing on questions about sales, sales, sales, and prior work achievements, customer service & MORE SALES!! After the interview was complete -- I was then asked to come in for an in person interview with 2 supervisors. The interview went really well, the supervisors made me feel VERY comfortable and made the conversation run smoothly, they also focused a lot on sales and prior specific accomplishments, so make sure you have exact numbers for your prior accomplishments and sales goals for your phone and in person interview. I was contacted the day after my in person interview to be offered the position pending the completion of my background check. I schedule my fingerprinting the next day and was contacted 2 days later & told that my background check was cleared, I then set up my schedule and start training next week!",wellsfargo
 handling conflict   ,Accepted Offer,Neutral Experience,Difficult Interview,Process started with online assessment if passed automatically directed to schedule group interview on-line and from there a 1:1 interview with stores who chose you. It was a little tedious picking the branch and hoping the branch you preferred liked you as well,wellsfargo
 Tell us a little about yourself starting with College.   ,Declined Offer,Neutral Experience,Difficult Interview,,wellsfargo
" tell me about the time you had to handle a particularly hard customer, what was the action, and what was the steps, and what was the outcome. they use STAR format for all interviews at WF.   ",Accepted Offer,Positive Experience,Average Interview,"interview process goes through applying online first, then hr recruiter calls for screening. Then if chosen to advance in the interview process, interview with district manager and area president. they will do phone interviews for out of state candidates.",wellsfargo
,Accepted Offer,Easy Interview,,"First interview is phone interview. If the interviewer likes what they here, you proceed to a group interview where they ask you very basic questions to see how you interact. Branch representatives are there listening in to see if you would be a good fit at the their branch. If you pass the group interview, you then have an interview with a branch manager.",wellsfargo
 What situation from a previous job you ran into and how did you solve it ?   ,Accepted Offer,Positive Experience,Average Interview,We sat in a room with a supervisor . Luckily she was very friendly looking. Lots of people quit and they needed any customer service experience . The questions were normal.Basic questions about previous job history . Weakness and strengths . I think it's best to apply when you see lots of classes out that means they need people and it's not that hard to offer them the skills you have even with no call center experience,wellsfargo
,Accepted Offer,,,,wellsfargo
 Requested to present 6 month business plan. often asked same questions since there were many interviewers.   ,Accepted Offer,Positive Experience,Average Interview,"Internal interview- two telephone with HR, one in person with SM and DM, one phone interview with Area president and Affluent sales coach. quick process but many steps. HR was very helpful and kept me up to date with process. Received AVP corporate title with promotion to RBPB from licensed Banker 2.",wellsfargo
,Declined Offer,,,,wellsfargo
 I was aked to prepare a business plan but had no knowledge of the group.   ,Accepted Offer,Positive Experience,Average Interview,"They use the STAR system, so your must answer each question with a specific example of something you have accomplished in the past. It is a panel interview, there were 3 people during mine.",wellsfargo
 Know the different accounting statements and how they interact.   ,Declined Offer,,,,wellsfargo
 discussion about my background (I had atypical background) as related to the position.   ,Accepted Offer,Positive Experience,Average Interview,"It is a standard process for a research analyst position in an investment manager. individual interviews plus stock write ups plus final interview. Since my investment philosophy is similar to that of the manager's, it was pretty much as expected.",wellsfargo
 If you could describe something Positive about you in one word what would it be ? And negative   ,No Offer,Positive Experience,Easy Interview,"Applied online at the wells fargo site, from there They sent me a link to take a online assesment, once I passed the assesment I was sent a link to scehdule a date and time for a group interview. During the group interview there were 10-12 others with me and 1 recruiter she asked us a total of 3 questions Tell me about yourself? Tell me about a time you went above and beyond for a customer? What was the outcome? and tell me about a time you achieved a personal goal? we all took turns answering each question, then after we all finished she gave us information on the teller position and filled out additional paperwork on availability and which location we had preferred. After that the recruiter explains that she will call within one week to let us know if we passed the group interview. I passed the group interview and was then scheduled for a face to face interview with the branch I was looking to be interviewed at, I was interviewed by 3 of the branch managers and they asked me more questions on customer service, sales experience, ect. They will then let you know if you are hired or not I am still waiting for a reply I just interviewed today.",wellsfargo
 What would you do if a customer did not like the product you are offering?   ,Accepted Offer,Neutral Experience,Average Interview,"I went to a group interview, but I was the only one to show up. Two ladies interviewed me and informed me they would pass on my resume to hiring managers. About two months later I got a call. I never directly apply to a certain location. I got interviewed by the 2 service managers. They both asked me questions about my past expensive with sales. A week went by and I received a call from HR to set up an appointment for a background check. I asked her if I was hired and she was surprised that I hadn't received a call from my manager with the good news.",wellsfargo
 Detailing why I wanted to give up my lending authority in order to take on more stress.   ,Accepted Offer,Positive Experience,Average Interview,"6 Person panel interview in more of a conversation type setting. Nothing too challenging and they focused on all the main topics you would expect. Team building, tech skills, experiences, how did you do in this type of situation...",wellsfargo
 How do you respond to a challenging day?   ,Accepted Offer,Positive Experience,Easy Interview,,wellsfargo
,Accepted Offer,Positive Experience,Average Interview,,wellsfargo
 Explain a time where you went above and beyond to help a customer?   ,Declined Offer,Neutral Experience,,I applied online and a few days later received an email saying to schedule my group interview. At the group interview there were about 10 others including myself. The recruiter first explained the position and what makes a good teller. She also told us what questions she was going to ask us so we could write down our answers to make us less nervous. The questions were based mainly on customer service.,wellsfargo
 What is a experience that you went out of your way to help a customer? What did you do? How did that help you and why?   ,Accepted Offer,Positive Experience,Average Interview,,wellsfargo
 Be ready for typical interview questions and specific to the job questions.   ,Accepted Offer,Positive Experience,Difficult Interview,I was interviewed by 3 managers as a group interview. They are very knowledgeable and asked specific questions that you need to answer with specific examples to get the job.,wellsfargo
 tell us a time when you had to deal with a difficult customer   ,Accepted Offer,Positive Experience,,"The recruiter contacted me directly to apply and I did. The interview was great. They do group interviews for the phone banker positions now so it's gotten a lot better. All of the questions were about basic customer service and also sales. They want to know that you know how to up sale their products and if you've had experience in reaching goals and making sales. Be direct and specific about your experiences, If not, they will attack you over and over again to clarify yourself. Mention to them your experience in ""role playing"" and also your experience in assisting others to reach goals. Be ready and prepared, read the stuff they send out to you and know the basic knowledge of their company background.",wellsfargo
 Tell me a time you created value in a product for a customer?   ,Accepted Offer,Positive Experience,Average Interview,Interview process is first in a group setting with a recruiter then you move on to an interview with two people in a conference room and personally felt it was pretty easy and relaxed.,wellsfargo
 What role does 2008 have in the stock market?   ,Accepted Offer,Positive Experience,Average Interview,"The interview consisted of a brief phone interview and then an in-person interview. This process was not very demanding and the people who interviewed me were very pleasant. One person was the previous intern (a student about my age) as well as two financial advisors. All in all, it was a pleasant process that did not give me any trouble.",wellsfargo
 1. Basic java questions.   ,Accepted Offer,Positive Experience,Average Interview,,wellsfargo
" Did you have a sales goal at your previous job. If so, state how you reached that goal.   ",No Offer,Neutral Experience,Average Interview,"Applied online. Got called into a group interview within a couple of days. 2 hours after the group interview I got a call from the recruiter and got my first branch interview. The branch called me 3 days later to set up the 1-1 interview. I did well on the first interview, but they ended up hiring internally. They called me exactly 1 week later saying I didn't get the position and I was referred back to the recruiter. I got my second branch interview, but the branch never called me back and neither did the recruiter. Mostly all interviews emphasized SALES.",wellsfargo
" If a customer acted uninterested in talking to you, how would you handle the situation?   ",Accepted Offer,Positive Experience,Easy Interview,"I applied online, three days later I got an email to set up a phone interview. I had my phone interview on a Thursday, phone interview went great. They told me they would call me back if they'd like to schedule a second round face-to-face interview. They called be a couple hours later to set up the second interview. I had the second interview on the following monday. Interview was an hour long and there were a lot of questions. They told me they would call me the following week to let me know whether they had interest or not in placing me in the position. I got a call on the following Thursday letting me know they were interested in giving me the position. All in all, quick, painless process!",wellsfargo
,Accepted Offer,Neutral Experience,Easy Interview,,wellsfargo
 Mostly questions about sales experience and how you would work with both customers and colleagues.   ,Declined Offer,Positive Experience,Easy Interview,"Very easy, typical process. Short phone interview before in-person interview. The final interview was with the teller supervisor and the branch manager. Here they asked general interview questions such as what you would do in certain situations. They also ask questions about how you have managed situations in the past.",wellsfargo
 Tell me about a time you dealt with a difficult customer.   ,Accepted Offer,Positive Experience,Average Interview,"The interview was two rounds, one was a group and the other was one on one with the branch manager. The process took about 2 weeks. The interview with only behavioral and mainly interacting with client questions.",wellsfargo
 How would you deal with an annoyed customer?   ,Accepted Offer,Positive Experience,Easy Interview,"Started with a group interview at the main office and then got a call back for a second one on one interview with the branch manager, in store. The group interview was with a recruiter and about seven other potential employees.",wellsfargo
" Describe how you handled a difficult customer, what did you do and what was the result?   ",Accepted Offer,Positive Experience,Difficult Interview,Phone interview. Followed by one on one with District Manager. Questions where STAR based and interview lasted close to an hour. Then met with Area President who asked follow-up questions. Wait time between interviews was 2 weeks at the minimum.,wellsfargo
 Tell me about a time you had to coach a difficult employee.   ,No Offer,Negative Experience,Average Interview,Applied online and received a phone call by recruiter 2 days later. Recruiter interview lasted less than 10 minutes. You could tell she was rushed. Was told I would receive a call in a day or two to find out if I would be moving on. Never received a call. Was declined on the website where I applied.,wellsfargo
,Accepted Offer,Negative Experience,Easy Interview,"No interview they recruited me heavily from old firm, they also used a headhunter to help recruit me, they just threw money at me to transition. No formal interview just told me why to join wells which was all lies",wellsfargo
 What makes you a great salesman ?   ,Accepted Offer,Positive Experience,Average Interview,,wellsfargo
,Accepted Offer,Neutral Experience,Easy Interview,,wellsfargo
 What is something I accomplished and I felt good about it?   ,Declined Offer,Positive Experience,Average Interview,"Metting with other candidates explaining the company values and mission. Also, using brochures to explain better the objectives help people to understand the reference. To finish, the welcoming is good and warm to anybody who has never felt welcome at work.",wellsfargo
 Standard interview questions   ,Accepted Offer,Neutral Experience,Easy Interview,"Easy. If you can count to a hundred, you'll get hired. Standard phone call, then meet with hiring manager, then final offer. Once accepted, took less than a month to get things started and I was in training. Week 1 is training plus getting your benefits in order.",wellsfargo
 why are you interesting in Wells Fargo?   ,Accepted Offer,Positive Experience,Easy Interview,"Lots of questions about customer service experience and sales, Role play, Customer service scenarios, Sales scenarios, customer objections scenarios. there are actually several questions about your experience and how you handled situations.",wellsfargo
 Sales Role Play with Manager   ,No Offer,Positive Experience,Difficult Interview,"First interview is a group type, with 4-7 candidates, and you get ask three questions, see a video, and learn about the company. If selected you get a call back for the second interview that consist of all the managers and district managers and it is set into three interview sections. First role play, two: group interview, three: 3 1 on 1.. The process is very lengthy and it can get draining but continue to smile and stay focus, because it can get tough. After you wait for the call.",wellsfargo
 How have you previously resolved a serious customer conflict?   ,Accepted Offer,Positive Experience,Difficult Interview,"Panel interview with the sales team, the processing manager, and other area managers. They asked, specifically, how the interviewee has previously dealt with high volume demands and any conflicts that arise from trying to meet a large and continuously growing number of tasks. The loan processor deals with nearly every aspect of the loan (loan structure, interest rates and APR's, disclosures, underwriting policy, customer service, and continually resetting expectations).",wellsfargo
 asked for 3 of my strongest qualities and 3 of my weakest   ,Accepted Offer,Positive Experience,Average Interview,"Quick pre-screening phone conversation, followed by one on one with branch manager, then very brief conversation with area manager. After which I was called by corporate hiring manager with a job offer as well as a complete job description. Then received a call from the Branch Manager to discuss a few things before my start date.",wellsfargo
 It was mainly a behavioral interview. Questions were not that difficult.   ,No Offer,Positive Experience,Average Interview,I was contacted by a recruiting agency just before the position was to close. I set up an interview for the following Monday and met the recruiting manager at Wells Fargo. I was introduced to the hiring manager and did the interview in about half an hour.,wellsfargo
,Declined Offer,Average Interview,,They have a great interview process and the hiring manager does a good job at following up with you after your group interview and the first interview as well.,wellsfargo
 Nothing I can think of.   ,No Offer,Positive Experience,Average Interview,"The hiring process was overall a very pleasant one. The first step was a written evaluation. You receive a word document/form from HR and simply answer questions about your experience and background. I thought it was helpful as it gave a better idea of what they were truly looking for in teh role. The second step was a series of behavioral interviews. Unfortunately, the position was cancelled. But I did feel throughout the process I was informed of the next steps in a timely and professional manner. The company and this group is extremely focused on results but also if a candidate is a good culture fit. Ability to collaborate and build relationships are key here.",wellsfargo
 Why do you want to work for this company? Must be very detailed   ,Accepted Offer,Positive Experience,Average Interview,"I applied through indeed.com, was contacted by email to schedule a phone interview a few weeks later. After the phone interview I was accepted for an onsite interview. It was a few days later, STAR method was used. Still waiting on an offer.",wellsfargo
 What was a time where you should great customer service?   ,Accepted Offer,Positive Experience,Average Interview,"There was a phone interview about a week after applying, then a face to face interview about a month later. A week afterwards, I was offered the job and started a month later.",wellsfargo
 Why Wells Fargo? Example of customer service experience good and bad. Personal achievements.   ,Accepted Offer,Positive Experience,Average Interview,First it was a group interview with the recruiter. After about a week I was called back to do a pannel interview with a few branch managers and other applicants. After about another week I met with Branch Manager and District Manager.,wellsfargo
 Describe a specific goal you had and how you met it?   ,Accepted Offer,Positive Experience,Average Interview,It was fairly easy. They made sure to let you know it was sales oriented. I had never been in a group interview but was to that ad. I got an offer and negotiated the salary just a little. Overall not that bad if you are into sales.,wellsfargo
 Tell me about your biggest accomplishment   ,Accepted Offer,Positive Experience,Easy Interview,,wellsfargo
 How you resolve conflicting requirements?   ,Accepted Offer,Positive Experience,Easy Interview,"Interview lasted for 30+ minutes, 3 project Leads interviewed, main focus has been on the scenario based questions, towards the end of the interview behavioral questions were asked. I summarized my previous professional experience in the beginning, and answered their related questions along the way. I was quizzed with few very interesting what if questions.",wellsfargo
,Accepted Offer,Neutral Experience,Difficult Interview,"Submit online application. Take pre-screen tests if required. Schedule phone interview with recruiter. If selected for next round, attend a group interview. If selected, interview with branch manager, service manager and possibly district manager.",wellsfargo
 Questions were pretty standard and behavioral based.   ,Accepted Offer,Positive Experience,Difficult Interview,"The process is generally 4 steps, 1. talk with the recruiter 2. talk to the hiring manager 3. panel of interviews 4. (optional - may depend on level of role) talk with senior manager of the group",wellsfargo
" All questions were situational, behavioral questions. None asked about my experience with fraud.   ",Accepted Offer,Neutral Experience,Average Interview,Phone interview with HR who did not understand the job they were hiring for. Interview with hiring supervisor whom had basic questions that were form questions that was asked of everyone. None of which would be able to glean info on prior history of review of fraud.,wellsfargo
 how did you handle multi projects   ,Accepted Offer,Neutral Experience,Difficult Interview,"1. phone interview with HR. 2, phone interview with hiring manager. 3., on site interview with panel, hiring manager, senior manager and even higher. Lots of questions and records, technical test.It is hard to know what they really looked for. It's different from all other companies. They just want to screen out people who can talk more than who can work, lol. A very long day, as you have to repeat your answers to same questions from different groups again and again.",wellsfargo
 Pretty much standard interview questions that are answered off a sheet.   ,Accepted Offer,Positive Experience,Easy Interview,"Applying online was very easy. An initial phone interview was conducted, then the interview was scheduled with the Branch Manager and Service Manager. They asked very rudimentary, company-provided questions and seemed more keen on filling out the form than the actual answers I was giving.",wellsfargo
" Name a time you had a difficult situation, and describe how you resolved it?   ",Accepted Offer,,,"Phone interview to go over your resume. Second interview to go in depth with you, also more than one person. They will ask about everything from former jobs to personal preferences about work place. The hiring will put me at ease with their banter. All in all it was actually a fun interview.",wellsfargo
,No Offer,,,,wellsfargo
 Give me a situation when you gave best Customer service?   ,Accepted Offer,,,,wellsfargo
 Explain a difficult situation where you had to use your critical thinking in completion of the project   ,Accepted Offer,Neutral Experience,Average Interview,Phone interview then face to face. The phone interview was for half an hour where most questions were on use cases and my work done in past. Some were behavioral questions too which involved critical thinking. I would say know your resume very well as questions can come up.. Most of the questions were about how I helped stake holders understand the use cases. Go through situation based questions. Know the soft wares you used very well.,wellsfargo
 Questions not so tough   ,Accepted Offer,,,First you have to apply the position first interview which HR phone interview then with hiring manager face to face then HR calls and give offer. That's the procedure I has follow when I was converting from contract to hire.,wellsfargo
,Accepted Offer,,,,wellsfargo
 Why are you choosing WF as a career and how long do you plan on staying   ,Accepted Offer,Neutral Experience,,1 month process of hiring. Phone Face to Face and Panel. Easy going interview. Most of the questions are STAR type. Situation Task Action and Results. Laid back but be really direct questions. No experience in field if needed prior to having interview,wellsfargo
,Accepted Offer,Negative Experience,Average Interview,,wellsfargo
 Most of the question are very simple as a senior professional.(you know your industry and your ability. Most senior professionals dont apply for roles that they are not qualified for in the first place.   ,Accepted Offer,Neutral Experience,Easy Interview,"My resume had come into the organization through multiple sources. The interview process was straight forward: 15 minutes conversation with recruitment, phone conversation with hiring Mgr, face to face with Hiring mgr, multiple (4) with senior manager, peers, and line employees. Phone call from hiring mgr, offer, rehash for extra $8000 and $3000 sign on bonus. flexible for startt date.",wellsfargo
 How much do you think is fair? (in regards to salary)   ,Accepted Offer,,,,wellsfargo
 Your Experiences and Goals   ,No Offer,Average Interview,,,wellsfargo
 all questions were pretty standard..mostly sales and customer experience based   ,Accepted Offer,Positive Experience,Average Interview,I applied online... then took the online assessment followed by group interview and then one on one interview with hiring manager...process took 2 weeks...all questions were pretty standard..mostly sales and customer experience based,wellsfargo
 What was your most memorable service experience?   ,Accepted Offer,Neutral Experience,Average Interview,I was part of a group interview process where a bunch of candidates were thrown in a room together. We were asked questions individually at first (pre-assessment) and then we went into another room where the senior management was for an actual interview. Last we were put into groups for a final question and answer session where someone asked a question and everyone took turns going around the table and answering.,wellsfargo
