question,offer,experience,difficulty,interview,source
" bit manipulations, string manuplations   ",Accepted Offer,Positive Experience,Difficult Interview,"1 coding round, 3 interviews. most of them are basic data structures questions. some questions on oops concepts. last round was HR question, like why microsoft and on leadership skills. for coding we used white board",Microsoft
 Name one professional regret.   ,Accepted Offer,Positive Experience,Average Interview,"Not as difficult as expected; I heard all the horror stories but I didn't have to ask any puzzle-type questions nor was it as nerve-wracking as I thought. They asked the same questions over and over, which I learned is to make sure you're telling the truth. HR needs to look at how they schedule the interviews; you interview with several people as part of your loop, but because the campus is huge and they use their campus ""taxis"" to shuttle you - time is at a premium. I got along really well with one of my interviewers and we wound-up going over time, but it was OK because my next interviewer was in the same building. During another part of the loop, it wasn't as easy and it was like a game of Frogger - going back and forth.",Microsoft
 Mutex question   ,Accepted Offer,Negative Experience,Difficult Interview,5 algorithmic questions got asked over and over different data structures and algorithm questions. It was difficult compared to modern hiring practices. Totally different once I joined the team. Worse thing is that the lunch interview is still an interview so watch out.,Microsoft
,No Offer,Positive Experience,Difficult Interview,"I initially applied at Microsoft in late November, I received an email offering me a phone interview by the beginning of December, and I then had my phone interview on December 17. I heard back from them again on January 20 that I had been chosen to fly up to Seattle for an in person interview, which was then scheduled for February 25. So altogether the process took roughly 3 months from application to in person interview.",Microsoft
" The most difficult / unexpected question I was asked was how to optimize an algorithm for removing duplicates from a sorted list beyond O(n). It turns out that the solution was still in O(n), but involved parallelism to improve run-time.   ",Accepted Offer,Positive Experience,Average Interview,,Microsoft
 Architecture based scenario. Connect to a remote service. Decoupled architecture benefits   ,Accepted Offer,Positive Experience,Difficult Interview,"Long Process. Interviewed by 9 people during 3 months. Checked about previous work, type of customer and how we served them, issues and how I solved them, questions about architecture with scenario based questions and post discussion of options for the architecture.",Microsoft
" From a hardware perspective, how would you implement the kinect?   ",No Offer,Positive Experience,Average Interview,,Microsoft
" If you had to remove one product form the Microsoft Office Suite, which product would it be?   ",Accepted Offer,Positive Experience,Average Interview,"One 30 minute on-campus interview, followed by 5 interviews in Seattle. It was weighted about 20% finance technical, 30% company knowledge, 30% company desire, and 20% fit/experience. Maybe one or two brain-teaser type questions, but that is highly dependent on which manager is doing the interviewing. Low-pressure and enjoyable atmosphere throughout.",Microsoft
 The Xbox unit has been having trouble driving revenue. what kinds of questions would you ask?   ,No Offer,Negative Experience,Difficult Interview,"On campus interview. Young male who had recently joined the company. Presented three case questions, one about how to increase revenue for Xbox brand. Another about Microsoft Web Products. Applied online, took 3 weeks total.",Microsoft
" Given a tree (doesn't have to be a binary tree), create an efficient algorithm to find the common root node of two given nodes.   ",No Offer,Positive Experience,Average Interview,"Submitted an online application through campus career services and received a response two month later to schedule an on-campus interview. The interview was about an hour long. I was asked about my position preference(software engineer, project management, testing). I was also asked what I am into, what projects I have worked on, and then I was asked a technical question.",Microsoft
 Describe your biggest failure   ,No Offer,Negative Experience,Average Interview,,Microsoft
 Calculate the profit per customer for a credit card debt-holding group and suggest ways to reduce costs   ,No Offer,,,,Microsoft
 Write a program to reverse a linked list   ,No Offer,Average Interview,,"I applied through my university's on-campus recruiting system and got an interview with one of Microsoft's engineers. We went over my past projects and software-related work, and then I was asked a few technical questions (coding questions and brain teasers). The interview lasted for around half an hour to 45 minutes.",Microsoft
 All questions were easy   ,No Offer,Neutral Experience,Average Interview,"One phone interview from recruiter, then onsite interview and there was four interviews onsite, most of the questions were programming related,one question on past projects. All interviewers were nice but after performing good, i felt i am getting the job, but at they said that they are sorry!",Microsoft
" Just some behavior questions regarding to your experience, skill sets and interest.   ",No Offer,Neutral Experience,Average Interview,"After submitting the resume, I got the phone interview opportunity very soon. They give me the link as well as the user name and account password which could be used to get access to their website. I selected a time slot and made an appointment through the website they provided. The phone interview process lasts about half an hour. I got a reject two days later.",Microsoft
" In your opinion, what makes a great program manager?   ",No Offer,Positive Experience,Easy Interview,,Microsoft
 No real surprises regarding questions   ,No Offer,Positive Experience,Average Interview,"Very well structured interview process, starting with an HR interview, followed by an initial phone screen and a final on-site interview with multiple employees. Great communication by HR on the logistics and status of interviews.",Microsoft
 sum value of nodes in a binary tree   ,No Offer,Neutral Experience,Average Interview,"The interviewer is a researcher in Mircosoft. He introduced me the project his team is working on and what will be my role in his team. He asked me my project experience, and then the coding test in a live codepad. Standard data structure algorithm.",Microsoft
 what would you do if you have two meetings to attend at the same time?   ,Accepted Offer,Positive Experience,Average Interview,"Applied online. Got an email from HR to schedule a phone interview. The phone interview was non-technical. I prepared a lot about my the stuff I wrote down on my resume, and that was the emphasis of the phone interview. Passed the phone interview. Scheduled on-site interview. Flew to Seattle, and had a full-day interview (four one-on-one interviews). Questions were very similar to questions I found from previous interviews on Glassdoor.",Microsoft
" You're given a large text file, with duplicate entries. Remove all duplicate entries.   ",Accepted Offer,Positive Experience,Average Interview,,Microsoft
 Given a histogram find the rectange with the maximum area.   ,No Offer,Positive Experience,Average Interview,,Microsoft
" Given a range of numbers ordered from 1 to 1 million, what is the most efficient method to find a number that is missing within the range.   ",No Offer,Neutral Experience,Average Interview,"Emailed resume to HR through campus recruiting, received a phone call a few days after a response to the email. The phone call was primarily a technical interview, consisting of two problem solving questions and some basic HR questions to gain the interest level for the company and position. Job position required relocation to Redmond, Washington. I wasn't aware that the position required relocation so I decided to not pursue the opportunity.",Microsoft
 What problems will you point out in any products of Microsoft if you're going to improve it?   ,No Offer,Easy Interview,,"This is an on-campus interview I got weeks after the job fair held in my school. There was one easy coding problem and some other behavior questions during the interview. The small coding question is to implement the insertion process of a binary search tree. After the implementation, the interviewee asked what is the worst case and best case for the insertion method.",Microsoft
 Write a kernel module which tests a home page and handle multiple requests from the server?   ,Accepted Offer,Positive Experience,Average Interview,"Microsoft came for career fair at my university where they took my resume and chatted a bit on my projects.Next I heard from them for on campus interview in a week's time.Asked me a string question, pretty easy and next was on site interview which consisted of 4 interviews back to back each of 45 mins.Each interview consisted of coding in any language I preferred and then writing test cases for the same.",Microsoft
 Q2. How you tackle the problem from this project?   ,No Offer,Average Interview,,,Microsoft
 Write a program to find the word with maximum occurrences in a text and write a test module to verify.   ,No Offer,Positive Experience,Average Interview,,Microsoft
 Why are you using Windows Phone 8 phone and developing Windows 8 apps ? Dont you know Android is the no.1 mobile operating system ?   ,No Offer,Neutral Experience,Average Interview,On campus interview scheduled after career fair. Few questions asked about my interests in mobile and security subjects which I am studying. Tech question: To convert Roman numerals to decimal system and also test the same.,Microsoft
 Describe the most interesting project that you worked with and why you liked it.   ,Accepted Offer,Positive Experience,Average Interview,,Microsoft
 Give a procedure about how to test a keyboard   ,No Offer,Average Interview,,"Got an compus interview, 30mins. Asked about your project. Code question: reverse an string, and how to test your function.",Microsoft
,Accepted Offer,Positive Experience,Difficult Interview,"Okay, but it comes down to your internal review score, if you are a internal hire. You do better coming from outside the company.",Microsoft
 Do you have a Microsoft-based computer?   ,Accepted Offer,Neutral Experience,Average Interview,Pretty selective it seems. Took me months of applying to get an interview. The Interview only lasted about 30 min and was relatively relaxed compared to other companies.,Microsoft
" They asked me to design a remote control, and tell them the things I would consider when building it. Also they asked me what technology I love most, and why I like it.   ",No Offer,Positive Experience,Easy Interview,"Was offered during the career fair a chance to have a complimentary dinner with the recruiters and a select few candidates. I went to the dinner, impressed them, and got another interview two weeks later on my University Campus.",Microsoft
 Describe how you design an elevator.   ,No Offer,Positive Experience,Average Interview,"It's a first round on campus interview, the invitation was sent 1 week in front, you can select one section (30 minutes) in two days. The recruiter is very nice, discussed the resume and ask some general questions. Also ask you to describe a difficult situation you met before and how did you solve it . After that you can select one position you interested, then you will be asked some related questions. I chose project manager, so only one design question was asked.",Microsoft
 Tell me about yourself   ,Accepted Offer,Positive Experience,Average Interview,"Depends on the need of the store. If they are looking for someone and need them right away, they won't have numerous interviews. If they're looking for the best fit, you'll get a couple. You meet with assistant manager(s) and/or learning specialists. You first get a phone screen and if they like you and your schedule (remember, its a retail store so must have flexible availability) then they will call you in for an in-person interview.",Microsoft
" How would you prioritize your tasks (x, y, z)? Why do you want to work for Microsoft? Very generalized questions.   ",No Offer,Neutral Experience,Average Interview,General phone screen before on-site interview. I was told there were multiple candidates for this position but I was one of their top. After waiting 2 weeks+ I finally received an update that they were pursuing internal candidates before external.,Microsoft
 He asked me to write a function to detect whether string1 contains all letters in string2   ,No Offer,Difficult Interview,,It's on campus interview. He asked me to write a function to detect whether string1 contains all letters in string2. It's not hard but I think they expect perfect answer. I don't why I was rejected,Microsoft
,No Offer,Positive Experience,Average Interview,"Talked to recruiters at a job fair. Got an email three days later for an on campus interview. Responded and signed up for an interview slot on their website. Interview was about 25 mins, starting off with a couple behavioral questions and questions about my resume. Ended with a short technical question, which the interviewer asked me to test afterwards.",Microsoft
 The most difficult question I faced was when they asked us why they should hire another candidate. This question was asked during the group interview.   ,Accepted Offer,Positive Experience,Average Interview,The interview was a three step process. First interview was a phone interview and the second interview was a group interview. The last interview was a one on one interview with the store manager.,Microsoft
 just regular technical questions for software engineers and some statistics related questions   ,No Offer,Positive Experience,Average Interview,good environment and 1 phone interview and then onsite,Microsoft
 What skill set or sets do I believe would greatly contribute to an already sound team?   ,Accepted Offer,Positive Experience,Average Interview,"Fast, paced, rapid fire interview process is how I can best describe the interview. Many questions I was asked required quick responses, keeping me on my toes the entire time. I actually prefer interviews done in this format. Allows you to get honest and sometimes unique responses without adding unnecessary details.",Microsoft
 What is the meaning of static before methods   ,No Offer,Easy Interview,,,Microsoft
,Accepted Offer,Positive Experience,Average Interview,,Microsoft
 I am getting tired of these questions. I am not a fan of glassdoor.   ,Accepted Offer,Positive Experience,Average Interview,"It was a behavioral interview with standard questions and answers, but full of surprises and a collective sigh of relief. There once was a man full of joy and wasn't quite sure how to share this emotion but to give everyone a balloon and a flower.",Microsoft
 I was asked a difficult question about an algorithm I had used in my project.   ,No Offer,,,,Microsoft
" Given a sorted array, find two elements that sum up to a certain value in linear time.   ",Accepted Offer,Average Interview,,"4 interviews, onsite. A whole day of algorithm and behavioral questions.",Microsoft
" If you had a conflict with a manager about how something would be implemented, what would you do?   ",No Offer,Neutral Experience,,,Microsoft
" If you were to cancel a project you started, what aspects are you going to consider.   ",No Offer,,,,Microsoft
" For the full time job, I was asked about a potential real unrelated research problem in a different field.   ",Accepted Offer,,,,Microsoft
 Pretend I know nothing about technology and describe what the internet is to me   ,No Offer,Average Interview,,,Microsoft
 Design a clock to be used for kids   ,No Offer,Positive Experience,Difficult Interview,"met at career fair, had informal in person interview next day, flew out to microsoft a few weeks later, had 5 interviews all asking design questions. An important thing to remember is to always ask clarifying questions before you begin. It is more important how you get to an answer than what you answer.",Microsoft
" They asked some questions regarding logic design, data structure, your resume, nothing is hard, all quite easy as long as you are prepared.   ",No Offer,,,"I submitted resume in campus career fair, got reply pretty quick. After two turns of phone interview, they couldn't place me in a fit group, I got declines.",Microsoft
" Most difficult question was a cards game puzzle, related to probability. I was speaking out what I was thinking. Interviewer was satisfied with my thinking process, did not give importance to the fact that I hadn't solved it completely.   ",Accepted Offer,Positive Experience,Difficult Interview,"Process started with university campus recruitment interview round. When selected was invited for Microsoft on-campus interviews. Interviewed with 2 teams at SQL Server group, had 3 rounds of interview with each team. Questions included coding, past work experience and puzzles. One coding problem was to reverse a singly linked list using recursion.",Microsoft
 Reverse individual words in a string   ,Declined Offer,,,,Microsoft
" Maximum continguous subarray of an array,   ",No Offer,,,,Microsoft
,No Offer,Average Interview,,I filled in the application through college career fair and got the feedback in 3 weeks. One guy in XBOX team interviewed me. It's easy questions over all until I failed on the latch question because it was not the usual way I made a latch.,Microsoft
,No Offer,,,,Microsoft
,No Offer,Negative Experience,Difficult Interview,Applied online for a summer position in finance and got an email to schedule a phone interview just a few weeks after. The interviewer wasn't particularly friendly and there were a lot of technical questions and very little behavioral. I wanted to ask a lot of questions at the end but I was cut off because she said she was under a tight schedule.,Microsoft
 1. Design an alarm clock. 2. How to test a keyboard.   ,No Offer,,,Phone interview. Some behavioral questions. some puzzles. What programming language like most and why.,Microsoft
 How would you gain entry to your house if you did not have a key?   ,No Offer,Neutral Experience,Difficult Interview,"I applied via the company website, and was promptly given a time for a phone interview. They were very flexible with the interview times and I gave them several times to choose from for the interview. The phone interview process went well, though the interviewers often seemed distant and un-engaged, as you can hear them type out your answer in the background.",Microsoft
 What you think is the biggest challenge in IT Industry currently.   ,No Offer,,,,Microsoft
 Find the most amount of palindromes in a given string.   ,No Offer,,,Had multiple interviews. One on campus interview and then multiple interviews at Microsoft in Redmond. Interview questions consisted of algorithms and personal questions about what you have done. Interviewers asked question about sorting and performing string manipulations.,Microsoft
" One back and forth, and done. They are more flexible on levels than they are on salary from what I've noticed. Always go with the levels -- managers change so often that you can often request a pay increase in 6 months or   ",No Offer,,,,Microsoft
 How would I change my current job and why   ,No Offer,Neutral Experience,Difficult Interview,"The interview process consisted of an initial phone screen where general questions were asked about current and previous experience. A second phone interview followed that went into more technical detail and included some simple scenario based questions, behavioral questions, and discussion about expectations. The in person interview lasted several hours and consisted of interviewing with several people both individually and in a panel format. Questions included current and past experience, scenarios, white boarding, and problem solving. Each interviewer or panel focused on a distinct area and was usually a member of another team. The interview concluded with the hiring manager. It was an intense but not overly intimidating process.",Microsoft
 Design a product that allows a blind person to determine the amount of spices left in a jar.   ,Accepted Offer,Positive Experience,Difficult Interview,"A full day of 1:1 interviews with all of the development team, other program managers on the team, an external interviewer ""as appropriate"", and then concluded with the architect and group manager. The questions all dug into how I would approach and think through problems. Some interviewers drilled into my experience, other presented hypothetical problems.",Microsoft
" If your customer wants something before the end of the day and you know that it is impossible to get it to them, then your manager wants something done by the end of the same day, how do you handle that? Keeping in mind that you know it will be impossible to get it done.   ",No Offer,Negative Experience,Average Interview,"I responded to the position through Microsoft's career board and within 2 weeks, received an email from a MS recruiter. Within a day, they were scheduling an interview. The original recruiter became sick so a 'stand in' recruiter was the one the actually called and did my initial phone interview. The next day, they wanted me to speak with a 'technical' rep, someone who turns out, wasn't even the hiring manager, but someone on the same team that I'd be working with. Not sure if that is common practice, but it did not make much sense other than to see if there would be some sort of personality conflict. The interview went well, in my opinion, and was told to expect a follow up email about face to face interview schedules. Never heard anything back and did not pursue any feedback. Looking back, it felt very rushed, as though HR was just trying to fulfill a 'three candidate interview' requirement.",Microsoft
,Accepted Offer,Positive Experience,Difficult Interview,,Microsoft
" a sorted array with all elements appear twice except one, find that element (the best solution should be O(logn))   ",No Offer,Average Interview,,,Microsoft
,Accepted Offer,Positive Experience,Average Interview,"I submitted my resume and talked to the person briefly in the job fair on campus, and got the call back a couple days later. They are extremely fast to schedule an on-site interview in about a couple weeks. Overall the interview is not hard but quite long (about 8 hours in total - 9am to 6pm) and I got very tired at the end. And the offer was sent out the next day.",Microsoft
 UI controls discussion - wasn't expecting that.   ,Declined Offer,Positive Experience,Difficult Interview,,Microsoft
" During lunch, one interviewer asked me how I would test a pencil to prepare it for release.   ",No Offer,Negative Experience,Difficult Interview,"I applied for a summer internship as an SDET with Microsoft before my senior year in college, and after a fairly brief technical phone screen I got asked to interview on site in Redmond. Before I left they sent me a form to select what departments I'd be most interested in working with. I chose anything I would be remotely interested in, and in retrospect I think I spread myself too thin. When I got to Redmond, all of my five interviews were with people who worked on the MSN money website, which, given the choice, is not something I would personally decide to work on. They started with a standard programming questions: implement a function that finds whether a point is inside of a rectangle, and then I had a conceptual puzzle involving a modified calendar. Some of the people I spoke with were friendly, but I also got the impression they were a little insincere, especially when speaking about how much they liked their jobs, and working for Microsoft. I had lunch in the Microsoft food court and it felt very similar to being in college, except the people were maybe ten years older and more predominantly male. It seemed like a high-stress environment, and the recruiter was definitely the warmest, most relaxed person I encountered during my visit.",Microsoft
" Mostly typical ""Tell me about yourself"" questions. A few abstract situations, but nothing too weird or out of the ordinary.   ",Declined Offer,Positive Experience,Average Interview,,Microsoft
 How can you help a flowershop to improve revenue in 2 months with 50K budget. What marketing actions will you take and why do you think it'll be actionable?   ,Accepted Offer,Positive Experience,Average Interview,,Microsoft
" There were two tough interviewers. They contradicted me throughout, at times stating I had the wrong experience base and not enough of it (although their questions were only remotely related to the position posted).   ",Accepted Offer,Positive Experience,Difficult Interview,,Microsoft
" Puzzles , it was a long time back   ",Accepted Offer,Positive Experience,Difficult Interview,"Good hiring process , multiple rounds , each round is equally important and need to do good in all the rounds.",Microsoft
"Was last of interviews so the interviewer was in a hurry so he named a shorter problem. Given a 2D array of boxes of two dimensions that are not the same (Ex. 4 x 5 array), write an algorithm that traverses every box in a spiral direction until it reaches the center box. (Ex. Starting at the top left, traverse every box from left to right, and once you reach",No Offer,Positive Experience,Easy Interview,,Microsoft
 Asked about scenario's in terms of tests failing in production and how to handle it with lots of revenue on the line and also how to communicate to team and to senior executives about the issue.   ,No Offer,Positive Experience,Difficult Interview,The process started from a recruiting company which found me and thought I had a good skill set from linkedIn. Two interviews with recruiters and then two phone interviews with Microsoft internal. Each about a week apart. Full onsite interview was scheduled for a few weeks later. The entire day lasted 8-9 hours at the headquarters in Redmond. 6 individual interviews all were one on one. Good mix of technical questions and program management questions. Many repeating questions on how to deal with other groups that need to interact with. Lots of program management technique questions. A lot of examples asked and make sure to have plenty of detail to give. Most of the folks dig into things until they get what they want. Some questions will last 20 minutes. Know your technical area that you are trying for. Even if it is a management position you will be expected to know quite a bit about the technical piece. The day went very well overall. I got to the last interview which was not scheduled. I was told it went well and felt the same way. Left feeling like an offer would come. Never heard from them again so it was very strange. I felt like I nailed most of the interview and knew the areas very well. I have no idea what else they could have been looking for. I would love to have understood what drove that decision.,Microsoft
 you have to know how to sale   ,No Offer,Positive Experience,Average Interview,First I received a phone call asking me if I was interested in the position. I agreed to meet for an interview 1:1 and then was asked to come back for a group interview at the end of the week. They group interview was different. They asked us to perform small presentations to the group why the person on our right or left should get the job. In the end they were trying to see if you could sell or not. Go in with an open mind and feel free to add some humor into the mix.,Microsoft
" Given an eBay type service with multiple front-end applications, user information is being truncated when sent back to the user (Name was 'Andrew' but shows 'And'). Discuss your strategy on debugging this issue.   ",Accepted Offer,Positive Experience,Average Interview,,Microsoft
,No Offer,Positive Experience,Average Interview,,Microsoft
"Design a scheduler to run many functions at different times. It needs to (obviously) be thread-safe. Each task which is scheduled to run will have a time stamp, containing a desired execution time, a function pointer (containing the desired function). Also, find a way to supply the arguments to each function. Implement the mechanisms for scheduling/removing work to be done. How would you handle functions that must be serialized as",Accepted Offer,Positive Experience,Easy Interview,,Microsoft
,No Offer,Average Interview,,,Microsoft
" The follow-up question to ""describe your top two biggest failures"" was ""how did you manage your role/job to recover from those failures""   ",Declined Offer,Positive Experience,Average Interview,,Microsoft
" If you were build trust in the community for this product, how would you go about doing that?   ",No Offer,Positive Experience,Difficult Interview,"Hiring for an open writing position in the big ""M"" has changed from what it used to be. In the 1990s when I first applied thereas an entry-level writer, they cared about basic functional skills and testing that you could figure out what you needed and would know when to ask for help. Today, at the senior level, it's a different story. You need to have vision of what it is you want to do for the customer, how you will use content to satisfy that vision and be able to articulate a clear plan for how you will get it executed well. Back in the 90's, you could get by on Microsoft on strong technical passion and solid writing chops, today you need to be able to clearly indicate how you can use metrics, community interaction to make a difference.",Microsoft
,Accepted Offer,Negative Experience,Difficult Interview,"Multiple rounds of interview (6 in total). Last interview will be with what's called an 'As App' (As Appropriate). If you make it to this last person, the chances of you receiving an offer is high.",Microsoft
" For a 2d array of integers, if there is a 0 in a position, make it's entire row and column all 0's.   ",No Offer,Positive Experience,Difficult Interview,"Applied through the recruiter at my university. I got an on campus interview. It consisted of three questions (design, test, and coding). I didn't hear back for about 2 months or so. They had me come to their Redmond campus. We ate lunch and had 4 forty five minute interviews. They were pretty tough.",Microsoft
,No Offer,Neutral Experience,Average Interview,,Microsoft
,No Offer,Negative Experience,Average Interview,"I posted the questions below. This post is focused on the final onsite interview not the hr or first round interview. I really didn't like the process. I was interviewing for sde but got mostly design questions nothing on data structures and algorithms. If you are good at designing software architectures(the UML+implementation) then you would have aced it. Only 3 interviews for me. Some advice the process is so random, you can get easy interview questions or hard ones. So I think getting hired is mostly based on luck and the focus of the questions they ask you and how experienced the interviewer is. 2 of my interviewers were at microsoft for a long time so they were really cooperative, one guy was pretty new there and wasn't very responsive when I told him my solution. Like I said I applied for sde but all the questions were mostly on design nothing about algorithms. no testing, no time complexity analysis.",Microsoft
" Given a triangle, determine if its a scalene, equilateral, isosceles or neither... required knowledge of triangle properties, I learnt these properties about two decades ago so ofcourse I was fuzzy on the details, completely unexpected   ",No Offer,Positive Experience,Average Interview,"I applied online where one application is consider for multiple positions, then I received a call (within a week) from a recruiter which basically entailed going over my resume to verify its content then a couple of technical questions. I was then given an onsite interview at the Redmond campus two weeks after the phone interview",Microsoft
 Implementation of strtok   ,No Offer,Average Interview,,Started with phone screen which was quite easy. Then after two months invited for onsite it Redmond WA. I was more interested for SDE position but they invited me for SDET. Went through 4 interview loops.,Microsoft
" First interview question involved 3-D vectors and normalization. Was difficult because I had forgotten these concepts (I was a math major, but hadn't applied the knowledge in years).   ",No Offer,Neutral Experience,Difficult Interview,"Applied through Microsoft website for various positions. Got a first-round on-campus interview, without indication of what job I was applying for. Was contacted about 6 weeks later, saying I was being considered for the SDET position, and to set up a trip to the main campus in Redmond for final-round interviews. Final round took all day, had 4 different interviewers across multiple buildings on campus, along with a lunch interview. All expenses for trip were paid, including travel and lodging.",Microsoft
" None of the questions that I encountered were out of the ordinary but all were very challenging and required a variety of skills to complete (data structure knowledge, customer apathy, etc.)   ",Accepted Offer,Positive Experience,Difficult Interview,"The hiring and interview process were top notch. Each interviewer I encountered was very knowledgeable and challenged my abilities. Also, my recruiters were all extremely helpful in providing me with additional resources to help me prepare for the interviews. I cannot say enough positive things about the experience I had.",Microsoft
 Design a clock service which can be connected with wifi and internet.   ,No Offer,Neutral Experience,Average Interview,"First on-campus interview, I was asked to talk about past experiences. Then on-site interviews with 3 people. First one asked me a design question and the second interviewer asked me a coding question. The third interviewer just talked about the company and my past experiences and we did the interview during lunch time.",Microsoft
 What's your 3-5 yr plan? Where do you see yourself?   ,Accepted Offer,Positive Experience,Average Interview,Initial round of interviews by the recruiters are a waste of time. First round of phone interviews followed by in person round of interviews. The second round was significantly more difficult.,Microsoft
 What microsoft product you will improve and how ?   ,No Offer,Positive Experience,Difficult Interview,Phone interwiew,Microsoft
 So tell me why are you passionate about Microsoft?   ,No Offer,Positive Experience,Difficult Interview,Gave them my Resume in the Fall career fair in RIT and my Resume had Microsoft technologies and relevant background. Got an E-Mail saying they would want to interview me over telephone for their IT Operations team.,Microsoft
 What will you find most challenging about this job?   ,No Offer,Neutral Experience,Average Interview,"Informational, followed by a loop of six people.",Microsoft
" also, when they ask ""what is the worst or you feel you Messed up at work - on - a project or issue"" - this is fishing for anything negative - so answer very carefully not tto go againts you   ",Accepted Offer,Negative Experience,Difficult Interview,,Microsoft
" no difficult question. actually basic questions came like low pass high pass filters, impulse response of some different signals to different simple circuits.. flip flops and opamps.. circuit theory as well as EMC EMI related questions.   ",Declined Offer,Negative Experience,,,Microsoft
 Have you ever officially mentored anybody?   ,No Offer,Negative Experience,Average Interview,"Interview process included applying for position, submitting resume, phone interviews and then being brought in for personal interviews if you made the 'short list'. As a candidate for the position you can tell by the questions being asked what the focus was for each inter",Microsoft
 Standard questions   ,Accepted Offer,Positive Experience,Average Interview,Standard interview questions. Not too difficult. They also wanted to see how good fit you would be for the team. I met with various potential team members. They really like to see your experience and if your skills match up to the position. Interviewers were nice. It took about 2 weeks to get a job offer.,Microsoft
 deleting from a binary search tree   ,No Offer,Average Interview,,One day interview and had the result at the end of the day,Microsoft
" The weren't many technical questions. Mainly we spoke about my thesis and my previous projects. The ""difficult"" thing was the coding questions. To say the truth, I think the problems were simply: a talented programmer should not have problems to solve them.   ",No Offer,Positive Experience,Difficult Interview,,Microsoft
" Given a running sequence of numbers and u know that one number occurs more than 50% of the times, find that number. Do it in O(1) space   ",No Offer,Average Interview,,,Microsoft
"First asked about what services you are excited about. Then he expands on that... and ask other questions like designing a kitchen. For second interview, we had lunch and chatted about random stuff, then went back to his office and he showed me that app some MSFT employees made, connecting letters to make a word or whatever. He asked me to make a Data Flow Diagram (DFD) of that. I",No Offer,Positive Experience,Difficult Interview,"Got an on-campus interview, asked me how to improve user experience for airport security. I talked as I went through several possible solutions and he offered alternate suggestions too. Got an email around a week and half later for an interview round in Seattle. Flied out, got in a nice Dodge Avenger with only 600 miles on it. Be sure to sleep good for your day.",Microsoft
 How well do you know SQL Server tools   ,Accepted Offer,Positive Experience,Difficult Interview,"Long process - 8 hours on campus followed by several phone interviews. Met with four managers for 1 on 1, met with three peers, met with various members of product technology teams for panel discussion.",Microsoft
 Design a product to stop groceries from slipping around in the trunk.   ,Accepted Offer,Negative Experience,Average Interview,"They totally messed mine up. Set me up with the wrong person and cancelled at 11:00 PM the night before, 10 hours before my interview. Put me in with a group interview. Turned out the group interview was for Dev and Test, not PM. They also were not expecting me. Finally got it worked out. I went to interview and they told me to ask the interviews for PM questions and they would explain the situation afterwards. Turns out they didn't and the interviewers were confused and upset I was just asking for different questions. Was able to explain it after the fact, but by the time it was all sorted all the Boston jobs were filled. They thought I was a decent Dev candidate, though, so the recommended I go interview on main campus actually for Dev this time, which I did and got an offer.",Microsoft
 What's your brand?   ,No Offer,Neutral Experience,Average Interview,"I received a call from an HR recruiter. He asked general questions. Within a few days, a series of interviews were scheduled. The first one was a phone interview with a remote team member. It was apparent she was going through a checklist of questions and using a tool to rank my answers during the interview. The next three were 1:1 interviews schedule on the same day.",Microsoft
 Ability to navigate a data structure   ,No Offer,Neutral Experience,Difficult Interview,Questions focused on ability to build high performance and scalable application design. Heavy emphasis on writing lower level algorithms in C#. i.e. data structures.,Microsoft
 How would you design a spice rack for a blind person?   ,Accepted Offer,Positive Experience,Difficult Interview,"5 Rounds of interviews, and one last one which was given as appropriate (AS APP) . Word problems and math problems. Get ready to be creative. While very challenging, they were very nice/approachable/positive in the process of it.",Microsoft
 Tell me about a time when you have had a serious conflict with another co-worker and the resolution required you to go above your manager.   ,No Offer,Positive Experience,Average Interview,The process was a typical 7 person interview. I will say I don't think the job description and title correlated and what came out of the questions I had for the team members revealed a much different job than I had anticipated.,Microsoft
 Write a test to validate whether a tree is a BST or not and write every case tested.   ,No Offer,Positive Experience,Average Interview,"Pretty involved process that went through about four different interviewers. Most seemed very interested in their work. Questions were okay, just get used to coding on the white board (or drawing designs on the white board).",Microsoft
 Array traversal   ,No Offer,Neutral Experience,Average Interview,"Phone Screen followed by four interviews in Redmond. First three went well and got to the hiring manager. The fourth one went well too, I thought. Got an email a few days later telling me that I was to be offered the position. On the day the offer was supposed to come, the recruiter called me and told me there was either a mistake made or the hiring manager changed his stance since she last checked. Thus, I was not offered the position. Then I was told that they were flying me back out for interviews with another team. I waited two weeks and sent emails, but then received an email back saying that they had filled all their PM positions for the summer. Heartbroken was an understatement as the company was very high on my list of places where I would want to intern over the summer.",Microsoft
,Declined Offer,Positive Experience,Average Interview,,Microsoft
 How many kindles have been sold in the USA   ,Declined Offer,Difficult Interview,,,Microsoft
 None..basic programming questions   ,Accepted Offer,Positive Experience,Difficult Interview,,Microsoft
" Being asked the light bulb question. When I figured out it was to use the heat of the light bulbs, I was a little annoyed.   ",Accepted Offer,Positive Experience,Average Interview,I got in after being an intern-- it is way easier since they've had three to four months to gauge your ability and don't give you nonsense questions.,Microsoft
,No Offer,Positive Experience,Difficult Interview,"On site at Mountain View, California. Before onsite there was an on campus interview which was mainly behavioral. The onsite interview was with the Xbox team. Consisted of 5 interviews with different people but not necessarily from the same team. Questions ranged from verilog coding for Fibonnacci wo some operating system concepts",Microsoft
