interview,question,offer,target_variable,difficulty,source,length
Was referred by a friend to this role and was contacted ~2 weeks later for a phone screen. The interviewer was 10 minutes late and asked standard questions regarding different aspects of my current work experience. He was terse and did not try to make the discussion conversational. I heard back 2 days later that they would not proceed., Tell me about your experience   ,No Offer,0,Average Interview,uber,337
"I received an email from an executive in California on a Friday telling me about a position in my state. He responded quickly sent me plenty of information and then let me know someone from my state would be reaching out to me to talk about the position in more detail, he even included their contact information. That was it. I sent follow up emails to ensure the position hadn't been filled or that they were moving in another direction. No response.",,No Offer,0,Average Interview,uber,452
"All done over the Internet, I never talked to a real human being. If you have a clean criminal and driving record and claim to have a decent car, you will be hired.", You never talk to anyone with Uber. There are no difficult or Unexpected questions.   ,No Offer,0,Easy Interview,uber,164
"saw listing on Craigslist. Had a Skype interview within two weeks, after doing ""homework"". Hired within 3 weeks of applying. During the interview process I asked about the contract length and he made it sound as though that was a testing phase they were trying and that I would most likely be hired on for longer than nine months - but that didn't happen because they have so many CSRs in Manilla and India now.", customer service experience. Availability.   ,Accepted Offer,0,Easy Interview,uber,411
Was not interviewed. Just submitted paperwork online and awaited my stuff in the mail. Overall I think Lyft has a much better interview process. They take the time to meet drivers before trusting anyone to just pick ppl up., Car make and model.   ,Accepted Offer,0,Easy Interview,uber,223
"All done online. No interview. I supplied Uber with copies of insurance, drivers license, and social security number. I received an Uber refurbished iPhone in the mail with no instructions other than watch videos and go to work.",,Accepted Offer,0,Easy Interview,uber,228
"Interview consisted of 4 skype calls and a 2 hour data mining/Excel 'test' (about 75% multiple choice and 25% open ended). The test is pretty straight forward and the multiple choice questions are pretty easy to back into, even if you are only slightly familiar with Excel"," If you were to bring Uber Lux to said city, how would you pilot it?   ",Declined Offer,0,Average Interview,uber,272
"Applied online for the position of Marketing Manager. 2 days later, I received an email asking some questions about ideas I would use in the position and my thought process. The next day, I received an email asking to phone interview. Phone interview happens and I did not have a connection with the interviewer who sounded like they were in a call center and wasn't really paying attention to what I was saying - it was distracting. Once the phone interview was over, I received another email with a 4 page ""fun"" assignment they'd like me to do and turn in over the next couple of days. After a lot of hard work and creativity, I was finally satisfied with the proof of work I could turn in. I turned it in at 11PM and withing 24 hours, I received a canned message from Uber saying I'm not what they are looking for. Very disappointed and feel as though I was led on and just supplied them marketing ideas. Not the greatest experience."," If you were asked to plan 30 events in 30 days, what steps would you take?   ",No Offer,0,Difficult Interview,uber,936
"Entirely an online process. Easy to qualify. Have a nice and clean car, clean driving record and no criminal convictions. The selection is based upon your photograph on your drivers license. If you are over 35 and have cultural, religious or national characteristics forget it.", List Jewish Holidays that I could not work   ,No Offer,0,Easy Interview,uber,277
"Submitted requested documents. Registration, proof of 1+ years of driving, basic information. Unfortunately, the MVA proof of driving history was too complicated for Uber to understand. I had been driving for 16 years when I applied for the job. My three year driving history only listed two events: March 2014 license renewal and previous license returned, and August 2013 new car title. Despite the license entry being a 'renewal', Uber stated there was no proof I had been driving for longer than a year. Most driver's licenses expire every 3-5 years. One might be able to assume if I was renewing my license then that meant my previous license was 3-5 years old. Because of the convoluted system Uber had in place at the time, it took months to rectify this issue in my application.",,Accepted Offer,0,Difficult Interview,uber,786
"Go to the Uber website, submit copies of relevant documents, get a vehicle inspection, pass a background check, then you receive an email with a link to download the Uber partner app...congrats, you're now a sucker!",,Accepted Offer,0,Easy Interview,uber,215
"Submit resume online through their website. Reply to fake emails sent by customers with how you would answer. Then a 10-15 minute Skype interview with a manager, followed by an offer of you get one.", Why do you want to work for uber?   ,Accepted Offer,0,Easy Interview,uber,198
"Went through three rounds. (1) Short phone screen. (2) 2-hour timed analytics test, done online. (3) Two 30-min on-site interviews, and another 1-hour timed test, also done on-site. Did not end up hearing back from after round 3.", Nothing too difficult or out of the ordinary. Hardest part of the test was that some of the test questions are ambiguously written.   ,No Offer,0,Average Interview,uber,229
"I applied online and had a phone call with a current employee on the Community Management team and someone from HR. I learned that about 75% of the job's daily functions were not listed on job posting, including spending a significant amount of time answering customer issues and helping locate drivers, and the employees I spoke with did not sound very excited about the company as a whole.", How do you handle working with people who are extremely upset or not happy with you/your company?   ,No Offer,0,Average Interview,uber,391
No real interviewing process so it was great. So i went n to the office they treated me and I had a great conversation with my old boss who then proceeded to hire me. I had great time working for them and love the company., how often do you drive your car?   ,Accepted Offer,0,Easy Interview,uber,222
"I submitted my resume online, jumped on a first phone screen within a day, and then went through three more rounds of interviews, including a 2-hour data / analytics exam (which I took after a long day at work and passed), another phone interview and an in-person interview. The in-person interview was supposed to be with a panel/group but when I arrived, there was only one person to meet me and I got the feeling that they had already filled the position before I got there. I got a standard form email ""thanks but no thanks"" within a week or two. By the end of the process I was glad I didn't end up there. At the beginning of the interview process I was willing to take a significant pay cut to leave my consulting job but I actually left the process with a pretty negative vibe. I had probably taken Uber 100 times in the previous year but have since switched most of my rides to Lyft as I find their culture much more approachable and less condescending. I ended up joining another startup."," During the in-person interview there was a standard problem where I was asked to model out how much an Uber driver would make based on all the relevant factors I could think of. We later discussed the model and talked about how other Uber offerings could cut into those drivers' pay, etc.   ",No Offer,0,Difficult Interview,uber,997
"The process is very generalized even though the product team structure has a feature orientation. The pre onsite process entails : 1 HR Screener, 1 HWK assignment and 1 phone interview with a PM. The HR partner was not very professional and often took a week to return any emails after initiating the interview process. The phone interview itself focused on the basic PM questions (name a few products and explain what you like don't like and what you would do better, what else would you change with Uber, what is your process like at your current company). The evaluation criteria was not really clear and the interview was conducted by a junior level PM. The Product team is very young and does not boast any Google/Facebook pedigree on the team.", There is a data point that indicates that there are more Uber drop-offs at the airport than pick-ups from the airport. Why is this the case and what would you do within the product to change that?   ,No Offer,0,Average Interview,uber,749
well there is not an interview and you just sign up online and then they email you to let you know about a background check and you just wait to hear back form them again. I actually had to keep emailing them because they kept having the wrong background information from someone else with the same name,,Accepted Offer,0,Easy Interview,uber,303
"they hire any even if your speak little English, they don't really care who drives just as long as you have a body and desperate to make money they will hire you in flash, your can work like 50 hours a week and take home about $450 after all you expenses, which is a total rip off. your better off fidning something better"," therse was none, they hire all do to high turn-over   ",Accepted Offer,0,Easy Interview,uber,322
There was no interview or real contact with the company at all. I Just submitted the required paperwork they approved me and off I went. They later cut off my driving without notice by requiring a new background check. I was never notified if that ever went through. Very poor tracking of your status through the hiring process. Mistakes were rampant and impossible to fix. They let me drive anyway., Unexpected that they asked no questions at all.   ,Accepted Offer,0,Easy Interview,uber,399
You submit your documents and if your car is approved they will check your MVR and do a Background check. They prefer little to no personal interaction with anyone that works outside of the office. When you first initiate the contract for hire process they will send a driver/guide out to your location to do a general car inspection as well as a ride along. The driver app will be sent to your phone at that time and pending the background check you will be activated. The driver/guide is given no training prior to becoming a guide so your chances of passing the vehicle check is pretty much a guarantee., No questions   ,Accepted Offer,0,Average Interview,uber,606
"Extremely unprofessional. Recruiters didn't get back on time, left me hanging for weeks at a time. The whole process took over 7 weeks.", Had to complete a whole 3 page assignment   ,Declined Offer,0,Average Interview,uber,135
Take home project felt like they were trying to get me to do their work. I did not get the position and was not informed for over a month. It left me with a sour taste in my mouth. I do not believe this is a professional approach., Business case was average length.   ,No Offer,0,Average Interview,uber,230
Spoke with person for round 1 - after brief 10 minutes he/she said they would be forwarding me the creative assignment. extensive and ridiculous - i should have listened to all of those who came before me - you work hard to only find out that the company couldn't care less and will likely send you some generic email saying they've opted to go with someone else. entire process occurred within 1 month.," the creative project is an unethical method of stealing the ideas from those who aren't currently employed with the company. majority of questions on sheet focus on twitter responses, customer service and math.   ",No Offer,0,,uber,403
"Went through seven rounds of interviews. They consisted of meeting with various people at the local and national level, as well as completing different exercises. It started with a phone screen with someone in San Francisco, and by the end I had met with the GM in Atlanta, as well as several people from DC who held similar roles.", They asked a lot for ideas on how I could help grow Uber in my local market.   ,No Offer,0,Difficult Interview,uber,331
"I was referred to Uber by an acquaintance. After a standard phone screen, I was asked to complete a coding exercise that would take 6–8 hours. While I approve of coding exercises as an interviewing technique, a working day is a rather large time commitment so early in an interviewing process. I politely responded that I would like to see how my other interviews (which were much further along) conclude before completing the exercise. I received a rather rude and terse response from the in-house recruiter: ""Doesn't sound like we are the right fit for what you are looking for."" I'm happy that I did not interview further.",,No Offer,0,Average Interview,uber,625
"They will drag you through the mud - five interviews, two creative assignments, etc. - only to wait a month and finally tell you no.", What are your hobbies outside of work?   ,No Offer,0,Average Interview,uber,132
"Spoke with a recruiter in California over the phone for a position in Boston. She was outside at a mall or restaurant or something on a cell phone and it was very difficult to hear her, although she tried moving several times. I don't know why she wasn't calling from an office. Questions were fine, background, job description. Expected a followup with the person in Boston but instead got a quick rejection.", Where do you see yourself in 10 years? Tough for an entry level position.   ,No Offer,0,Easy Interview,uber,409
"I did not even make in to the point of an interview, only the recruiting event. In order to go to the recruiting event, you had to have at least 5 referrals in one weekend. The event was essentially a sham to get referrals, as every other applicant at the event I networked with was never contacted for an interview.", What is the most challenge obstacle you have had to overcome in your previous employments and how did you solve the problem.   ,No Offer,0,,uber,316
"It was a unnecessarily lengthy process. There were 4 rounds of unnecessary interviews. It takes so much time for a candidate to prepare just to get rejection at the end. If you need to reject someone, two rounds of interview is enough. The drag on was so needless. The HR was clueless, not very helpful, only thing she did was set up interviews, did not discuss anything about the role, just set up date. I have seen so many reviews where candidates 2 -3 weeks has been wasted on Uber when they could have just applied for places with real hope. Will never be applying in Uber again!"," Case study: How many rides will bounce have on the first day, how many team members you would need for a call centre etc etc.   ",No Offer,0,Average Interview,uber,583
"Applied online. Was invited to complete a two-hour online test followed by a HR video interview. The HR person asked me ""tell me about yourself"" and immediately after answering the question I was told the requirements of the level of experience for this role had changed from 3+yrs exp to 5+ yrs. The HR person ended the interview on the spot. So why interview someone when the requirements have changed? Why waste someone's time?", Tell me about your experience and yourself.   ,No Offer,0,Easy Interview,uber,430
"Shortlisted for an HR interview which was good. Feedback was good and was told that my profile has been forwarded for consideration from hiring manager. Later rejected without a reason. It was a standard process, nothing different"," Generic behavioural questions, salary, location, start date, etc   ",No Offer,0,Easy Interview,uber,230
The interview process was unclear and the recruiters were not helpful regarding clarifying the rounds. For example in one of the rounds I was evaluated on a problem that had no relation to what the round was supposed to be. Also the recruiter seemed to stop providing any form of feedback after the interview rounds once he decided that there was another probable candidate for the job role. In fact the decision to not give the offer to me was already made even before all the rounds were completed. The interviewer panel was really nice otherwise and I had some great discussions with them.," One of the questions: For a linked list with pointers to next node and another random node, make a deep copy of the linked list.   ",No Offer,0,Average Interview,uber,592
Questions were good but the evaluation was unfair. Most of the candidates were similar in skills but I don't know how they distinguished between all. The interviews were fine and the shortlists were prepared fast ., Implement a leaderboard with given specifications   ,No Offer,0,Average Interview,uber,214
"HR reached out only a few hours after I applied but then took me days for them to confirm the interview date. 40 minutes before the interview, I got an email saying that the position is filled so they will cancel the meeting. No apologies or anything.",,No Offer,0,,uber,251
"It was probably the most interesting interview process I've had- initial phone screenings, a two hour excel exam, as well as several video interviews. In the end, it was not the company for me as they did not seem to care about their employees and more so wanted to use the interview process as free consultant work.", How would you rework the Uber Freight platform?   ,Declined Offer,0,Difficult Interview,uber,316
"Their interviewers don't attend. Was supposed to have a panel interview but the first time, 1 attended on the first 15mins, then another attended and the 1st one left. Then they tried scheduling another panel interview. And another. Ended with 6 interviews cos the managers, sr manager and site lead just won't attend any of the schedules."," Nothing special, just usual questions   ",Accepted Offer,0,Average Interview,uber,339
"phone call from hiring manager who seemed to ask set of questions and probably has a check list. poor experience overall. these recruiters you use could do with a personality enhancement course themselves and rather then asking generic basic entry level questions, look at the CV make a decision on those basis?",,No Offer,0,Easy Interview,uber,311
"Avoid to interview at Uber. They promised to reimburse my travel expenses but after 20 days they haven't. I've sent emails to their expense department, interviewers and recruiters, all of them have ignored me. They are no professional at all, if that's how they treat candidates I pray for their employees."," Interview was as usual, 4 rounds on different topics: algorithms, architecture,...   ",No Offer,0,Average Interview,uber,306
"Uber's recruitment experience is one of the most horrible and cumbersome I've ever had. First, you start with a test, then several interviews, then ridiculously heavy take-home case study, where they expect you to prepare a full-fledged deck followed by other three-four interviews."," tell me about yourself, weaknesses, strengths etc.   ",Declined Offer,0,Average Interview,uber,282
Took more than an month. First contact via email they asked to complete some exercises. Then I had a phone interview and after that they asked me to complete other exercises. Then I had a final in person interview, Had to complete some live scenarios exercises and then they asked me to present it in to the live interview   ,No Offer,0,Difficult Interview,uber,213
"Total Shambles, they replied to my application 1 month later which by then went to my spam. Luckily caught it in time, reached out to set up appointment. they didn't send the invite for the Zoom video conference, but insisted thy did. we scheduled for the next week and they finally sent the link, but it was all confirmed in amsterdam timing so not clear to me.", why did you apply for this role?   ,Declined Offer,0,Average Interview,uber,362
"Long, exhausting, with very little time to prepare for the next level. It didn't click between one of the people that I spoke to so I knew that I'm not getting this job", A lot of questions about my experience. Nothing unusual. Questions about handling various people management situations.   ,No Offer,0,Average Interview,uber,168
After a long process of test and different interviews I had to go to another interview so I can continue with the process to end up with only 1 person who deliver the interview and after only 1 hour already had an answer. I don't think that it was really professional since this person was yawning during the whole interview, My previous experience   ,No Offer,0,Average Interview,uber,324
"The process lasted 3 months, I applied for Fleet Operations Manager, but after I met 6 people (5 hours of interviews in total), run a 2-hour analytical test, and worked 5 days on 2 business cases to be presented in PPT, i was told I'm too senior for that position (REALLY???). I was then moved forward for one last step for the City Manager position, and the same person who proposed me for this interview, was the one who, after this last interview, told me I'm not motivated enough for joining UberEats, although my skills, background and potential are really high. Very unprofessional way of treating potential candidates, if this is your business card it's better i didn't get an offer.", UberEats business model vs JustEat's; ride economics and how to improve them; reasons behind a high average time to delivery   ,No Offer,0,Average Interview,uber,690
Terrible experience. I wasted 2 months on the process only to be offered a salary which was less than my pre-MBA salary. The HR wasn't aware of my salary expectation even after I shared it with the interviewer in my second interview itself. Careless recruiter and bad recruitment process., Case based and scenario based.   ,Declined Offer,0,Average Interview,uber,288
"Phone interview, followed by an assessment which I had three days to complete. They were flexible enough to provide an extension due to personal reasons. Everything was fine until they told me I would not be going through the next round. They sent a generic message without any explanation. I asked HR for more feedback and still haven’t heard anything back. It’s a shame companies are so quick to chase when it’s convenient for them but fail to follow adequate etiquette to job seekers.",,No Offer,0,Average Interview,uber,487
"First the they contacted me through email, and then I scheduled the date and hour for the phone interview. I thought I did well, but they never wrote to let me know if they still were interested in hiring me, also They didn't reply my follow up email, 2 weeks after the phone interview (kind of rude).", What is your greatest professional achievement?   ,No Offer,0,Easy Interview,uber,301
Phone screen followed by initial phone interview . Pitiful experience where my interviewer missed the first interview without letting me know - leaving me waiting for 30 minutes during my workday - before not even paying attention to what I was saying during the interview. Felt ignored and not taken seriously... So many red flags. Why was I asked to interview with someone who had no interest in speaking to me? Never received any kind of communication following the interview . What is wrong with this place?, How do you deal with low performers?   ,No Offer,0,Easy Interview,uber,511
"The first step was a phone call with the recruiter. This was very positive and engaging phone call. She proceeded to advance me to the next step which was a ""Creative Exercise"" involving a few tasks such as drafting a questionnaire, some emails and a newsletter. I then got a generic email two weeks later to thank me for my interest in Uber but that the position had closed. I don't mind being rejected but given the fact that the recruiter had been in contact with me, I would have expected her to let me know as that is the professional thing to do. Disappointing experience overall.",,No Offer,0,Average Interview,uber,586
"The recruiter sets up a phone call - where they don't know enough about the role to answer your questions. Then the two hour analytics test, after which I emailed the recruiter to tell her I had completed the test and ask when I would find out my result. I emailed her two more times and got ignored every time. Wasted two hours on the test that they told me would determine if I advance to the next round (assignments and further interviews). And that I needed a 70% or above and then I would be moved forward. After almost a month of no feedback I assumed I failed but I got an email saying that I had passed the test and my application would now be reviewed. So that means the phone call with the recruiter reviewing me was also a waste. And then two days after the ""you've passed"" email I am told the position was filled. The process is so convoluted and broken. You can tell Uber want to seem elite but they just come off looking pretentious and incompetent. Wish I hadn't wasted my time here.", Why are you looking for a new job?   ,No Offer,0,Easy Interview,uber,998
The Recruitment team had scheduled a 30 min call with me as in introductory call. The call did not come despite a reminder mail sent to them in the morning and a follow up mail during the call timings. No response from the UBER team at all. Really disappointed.,,No Offer,0,,uber,261
"After completing the final round, I received confirmation from HR that the team enjoyed meeting me and I would speak with one more individual to ensure fit aligns. After three weeks of waiting and trying to coordinate times, Uber reached and said they chose an internal candidate. Very disappointing process with no regard for anyone's time or feeling.", Tell me a time you had to deal with multiple stakeholders?   ,No Offer,0,Average Interview,uber,352
"Very helpful recruiter and totally arrogant interviewer (also confirmed by some current and ex-employee that a lot of people from Uber are considering themselves as the smartest guys in the universe), although he was speaking polite and friendly, he provided feedback: “not sure about naming variables” (that was rejection reasons) even if I have solved problem in optimal time and space complexity. Was white board problem solving test.", White boar problem solving test   ,No Offer,0,Easy Interview,uber,437
I had a 30 minute telephone interview after which there was no news for about a month even after follow ups. This was quite disheartening because I thought the interview wwnt really well, Tell me how you design the learning strategy.   ,Declined Offer,0,Average Interview,uber,186
"Long, very long, almost 5 different interviews with people all around the world, asking the same questions, they would not show up sometimes at the arranged hour. Almost a 6-month long process"," Previous experience, managing a team, and examples of hard situations delt with in the past.   ",No Offer,0,Average Interview,uber,192
Rigoroues process. First round is an online exam. Second round is HR phone interview. Third round is a video interview with the head of the region. 4th round is an oral presentation of the insights created from a dataset they gave 2 days before, What particular amazing insight were you able to contribute to the company you're working in   ,No Offer,0,Average Interview,uber,244
"Phone interview. It last only 5 minutes. During the conversation I pronounced Uber as juber, not u:ber. The recruiter said we're oober, not juber, then hanged up on me. This is the rudest interviewer I have ever encountered."," you background, you part in the company/team, what is your career plan.   ",No Offer,0,Easy Interview,uber,224
"The job application took 4+ weeks with 2 weeks waiting for an exam result which was never disclosed. 3 separate interviews (video, hiring manager, op manager) asking almost the same background questions plus situational questions as if they are more interested in getting your ideas than to gauge your ability. Seemed that there is no sincerity in hiring for the position because when asked about the expected timeline for the application process, it is vague and no definitive answers were given.", What would you do if (given a scenario)?   ,No Offer,0,Average Interview,uber,497
"Months and months of Skype and F2F interviews, assessments and then some more interviews, numerous follow-up emails from my side and waiting for months before they actually moved forward with the process. Apparently, they were exploring whether they have interest in my market or not while engaging with potential hires.", General Questions about my local market   ,Accepted Offer,0,Difficult Interview,uber,320
"Was contacted by HR who were very warm before the interview (but did not reach me to share outcome till I insisted). Typical telephonic (coding/problem solving), onsite (DS and Algos), System Design, Hiring Manager, Bar Raiser.", Problem Solving and Data Structures   ,No Offer,0,Difficult Interview,uber,227
"I had my first round of discussion with the HR however, they seems to have been doing it for the sake of it only. The HR was hardly listening and I received a rejection email soon after. I have a stellar profile and am confident enough of not getting rejected by an HR. This was an absurd experience for me."," Usual questions including tell me about yourself, Why Uber eats, Why this profile , Why you?   ",No Offer,0,Easy Interview,uber,307
"I applied to the vacancy and shortly after I was contacted by a recruiter to schedule an introductory call and then rescheduled last minute, only to miss the next call without an explanation. The recruiter didn't reply to any emails until 2 weeks later and scheduled another call which was basically questions about previous experience and whether I have a valid work permit, at the end, the recruiter promised to follow back in one week maximum but never did even after a reminder email, this was over three weeks ago. Overall a terrible experience.",,No Offer,0,Easy Interview,uber,550
"They have asked unprofessional question,taking two much time to interviewer,roll them here to their unfaithfully,Candidate don't put their queries about the company,very arrogiant employes,they take interview again and again and not friendly with candidates.",,No Offer,0,Average Interview,uber,258
The first approach was an introductory call with a recruiter from the Company. Quite easy and standard questions. The recruiter explained the other step of the interview process and never get in touch again.,,No Offer,0,Easy Interview,uber,207
"I interviewed with HR over the phone, then video conference with the hiring manager, a case study, and then 2 interviews at HQ presenting my case to a group of three people, and then being interviewed by three peers.",,No Offer,0,Difficult Interview,uber,216
"Surprisingly unprofessional - They agreed to call me on a specific date at a specific time and they simply didn't do it. I sent then an email after waiting for 15 minutes, however they ignored it too."," None, they simply did not call after agreeing to do it.   ",No Offer,0,Average Interview,uber,200
Took an online test and passed. Next step was screener call with HR and then interview with someone from the operations team. Didn't hear back for a week and then received an automated rejection email. Sent a couple of emails to ask for feedback but got no response. Not a great HR experience.," Behavioural interview questions, and how I would improve/sustain the UberEats business in certain markets.   ",No Offer,0,Average Interview,uber,293
HR interviewer called more than 30 minutes late. The interview felt one sided and the interviewer just asked some generic questions and even a repeated one from the online assessment. The interviewer seemed to be distracted and not engaged in the discussion.," If Uber were to expand into a new city, what factors would you consider?   ",No Offer,0,Average Interview,uber,258
"Short first phone interview after a first very positive chat and a second meeting of former GM, who endorsed me. The recruiter - a very young guy - spoke for most of the time. Certainly the worst interview experience of my life.", most challenging goals for this role; previous experience;   ,No Offer,0,Easy Interview,uber,228
"Oh dear! What I can say? It was such a poor representation of the company, it put me off. The girl who called for the interview was so up herself yet possessed poor communication skills and poor social skills. She kept interrupting me while I was answering her question and jumping into another question. Her questions were all over the place and had no structure to it. Poor thing had no training but at the same time thought so highly of herself, it gave me an insight to the company's culture. They should not put such junior skills for a senior role. Half way through the phone call I lost my interest with her and the company.",,No Offer,0,Easy Interview,uber,631
"There was a skype interview which was conversational and then the uber analytics test which was mainly about excel skills. It all went great however i didnt get the next call because of nepotism at uber, they already had a selected candidate even before interviewing me which is so wrong.", Why would you like to work at uber   ,No Offer,0,Easy Interview,uber,288
"The whole process was extremely unprofessional. When the recruiter said they would follow-up, they did not, and ignored follow-up emails till much later. The whole process was frustrating and eventually I gave up on the process as it was a reflection of the company itself. You expect better from such a large company like this.", What advantage do you think Uber brings to the market?   ,No Offer,0,Easy Interview,uber,328
"The first round went well you have to create an Android app in 40 mins after completion of that round is DS algo. Guys who took 2nd round were super dumb and were not able to accept solution other than what they have recited. Also they keep on disturbing you continuously, even when you ask for a certain time, worst interview experience I ever had maybe Uber should look at their hiring process. HR is also not very communicative they don't even have valid feedback to give.", Simple android app with a list.   ,No Offer,0,Average Interview,uber,475
"Imagine the interviewer sitting right beside me on a table of 7 chairs, with his laptop partially visible to me whilst he is taking notes of my responses. Very unprofessional", Very broad & unrealistic scenarios   ,No Offer,0,Difficult Interview,uber,174
"This was the most awful process and interview I have ever encountered. The team forgot to tell me that it was an in-person interview and instead scheduled a Zoom call but remembered only the day of. I wasn't able to make it to the office so they grudgingly accepted that I would make the Zoom call. The audio in the room was AWFUL, I could barely understand anything and the interviewer, Christophe Peymirat was rude and arrogant and awful."," The questions were quite basic, but it was clear that he was unhappy that it was a Zoom call and unhappy that I couldn't understand him due to audio in the room.   ",No Offer,0,Difficult Interview,uber,440
"Probably the worst recruitment process I have experienced. First, HR missed 2 interviews that we booked, the third she was later on. She didn't even apologize! Got to do tests that would be submitted on Christmas Eve. Went on to the next interview, which I never got the answer from how it went.",,No Offer,0,Average Interview,uber,295
First round was a written case study based test and post that around 150 students were shortlisted out of 400. Post that 28 went to direct interview and the rest were shortlisted from the gd rounds. Post 1st round another round of interview were conducted at the local office out of which 8 were selected., Case study based questions and brainstorming ideas to help improve and revamp the currently underperforming products plying in the city.   ,Accepted Offer,0,Average Interview,uber,305
Medium difficulty interviews but took almost 4 weeks for the entire process from phone screen to final outcome. Everyone was very formal (except one interviewer who was friendly) and cold. You eat lunch alone and are supposed to get back to your interview room. Engineers will seemed disinterested in their work. Very boring but if you're well prepared you'll ace this - nothing out of the ordinary., Design a log4j style logging library for a high throughput multi threaded application.   ,No Offer,0,Average Interview,uber,399
Interview team in Hyderabad is very insecure with the international talent.Team lack professionalism and think people who attend the interview are easily available and think they can use them and change the interview schedule how ever they want.Hyderabad recruiting team lacks giving candidate the experience they deserve.No wonder UBER was never a choice for both international and national customers.Hyderabad recruiting team have bad communication skills.I wonder how they get the quality candidates.UBER should change the HR and recruiting team to hire the best in industries.These people in Hyderabad office are not fit to be in the client /candidate facing position like HR and TA., Recruiting strategies.   ,No Offer,0,,uber,687
"I was directly contacted by the UBER recruitment team for Frontend SDE-2 position. After 1st conversation they forwarded an interview doc. For next 25 days there no communication. Eventually i got a mail to schedule by interview. Interview started with an uninterested interviewer who threw a straight out question without even knowing me more. We started on the problem. He was not ready to accept any other solution to the problem other than what he already knew. 2 days later, i was told i am not selected.", Make a Scheduler in javascript with some given concurrency.   ,No Offer,0,Average Interview,uber,509
During the interview the hiring manager mentioned that they were looking for someone with at least one year B2C experiences which was not listed under the job description they have online. It is pretty disappointing since it is an entry level job and the hiring manager herself also switched from B2B to B2C. Uber HR please step up your game.,,No Offer,0,Easy Interview,uber,342
"5 rounds of interview which includes analytical round, Telephonic round, Green light Manager, Operations Manager & General Manager. I was rejected after clearing all the rounds because of the internal politics. Its not merit its mere politics"," More around process, stress management, team management decision making etc   ",No Offer,0,Average Interview,uber,242
"As a project/programme management professional with 12+ years experience and current employment at TOP 500 Fortune banking institution, the interview by itself was quite weird for me. The interview was running Manager of Engineering Team, so main interview theme wasn't project/program expertise, it was technical and incident management related questions and situations, so during interview I started to think that this is about role where the individual should be hands on with solving infrastructure incidents by itself, while job description is purely about traditional programme manager role with technical background.",,No Offer,0,Average Interview,uber,623
Was sent an excel analytics test by recruiter. The content wasn’t difficult but quite heavy on Uber’s business model. Very long and overly detailed. Felt like they were fishing for free suggestions. Was impressed overall., What would you recommend to increase engagement?   ,No Offer,0,Average Interview,uber,221
"6 interviews including country managers, product launchers and marketing team, all of them by VC. Includes quite long business case to prepare, send, and been asked about during the interviews."," pproduct situational questions `what would you do if...'. Team management questions as well as leading with constant change of priorities, brand vision questions, competitors. My advice is to prepare strategies and action plans before the interview how can the brand achieve growth in the market and position as brand leader.   ",No Offer,0,Difficult Interview,uber,193
"The interview process started off with a phone screen by the recruiter. It was basic questions ore of a culture fit in my opinion. The problem with Uber eats and most tech companies in Toronto is nepotism. Hiring managers hire their friends and families, if you’re foreign it’s very difficult to overcome this. We had a great conversation and I have years of experience in Account managing, but the recruiter sent an email saying “they went with someone with more experience”, when I checked LinkedIn persons in the role are recent grads with zero professional or sales experience. Recruiters contstantly lie about job roles and what they’re looking for etc, I’m not sure if the hiring manager if knows what she’s after and their is definitely misalignment with them and the recruiters.", Why Uber?   ,No Offer,0,Easy Interview,uber,786
"Very long interview process, more than 7 people involved, they involve people that are same level of the position or below which make it confusing, and you note how those interviews dont have the proper focus on real big priorities. They gave you business cases very extensive so if you participate you know you have to dedicate a strong work and time to develop the home assessment they ask to you."," Questions about leadership style, business acumen, business goals, previous experience,   ",No Offer,0,Easy Interview,uber,399
"Did not interview - approached by recruiter who is directly responsible for hiring within their People function, she requested time to speak about an open role they have. I responded on the same day but did not get a response, complete waste of time.",,No Offer,0,Easy Interview,uber,250
First I got a test by email and when I passed it they called me and they wanted to know why I want to join Uber in phone interview then I went to face to face interview with hr then finally with the manager,,No Offer,0,Difficult Interview,uber,206
"Extremely long and time consuming tasks before I even made it to the final interview. Had to submit CV, then do a 2-hour Excel data analysis task, then had to arrange a phone interview before being offered a final in-person interview. Phone interview involved identifying and making recommendations for real problems for Uber- I couldnt help but think how much they are capitalising off the expertise of hundred of graduates.", How would they expand client base   ,Declined Offer,0,Average Interview,uber,425
"This was my experience and I believe, reading from the experiences of those who also went for interviews were the same. I did the first round with HR, went well, the second round with those who would be on the same team as I, which also went well, then I had to submit answers to a marketing exercise which I believe was good as I went onto the next round, then HR told me that I just had one more round to go, which he will be scheduling. Then, didn't hear from then again until I followed up and HR said that they've 'chosen to go in another direction at this time'. No idea if they hired someone else or closed the position. Anyway, with all the applicants submitting answers to their 'marketing exercise', they've probably found a lot of marketing gold for free.", Describe any of your previous marketing campaigns   ,No Offer,0,,uber,766
"Process involved one video call for technical discussion, followed by multiple in person discussion, They connected through LinkedIn around Dec 2017 and then forgot. They again connect with around Mar 2018"," They asked about my work, and some array problems.   ",No Offer,0,Average Interview,uber,205
"Applied online, went through 2 phone screens with HR, given an analytic test and a creative test, brought in to meet the team on 2 separate occasions. Took a few weeks but finally got the job offer, didn't take the job as they refused any sort of negotiations.", What do you know about Uber?   ,No Offer,0,Average Interview,uber,260
