question,offer,experience,difficulty,interview,source
 A question regarding how to make neural networks scalable with larger datasets   ,Accepted Offer,Positive Experience,Easy Interview,"Submitted my resume with an internal reference, then two general technical interviews, and then three placement interviews. All interviews are on the phone.",Google
 What would I improve on any existing Google product   ,No Offer,Neutral Experience,Difficult Interview,"Was asked to give a phone interview. Recruiter contacted me and then set up a date for a telephone call. Was asked to code some TopCoder division I style problems in about 45 minutes. Afterwards, the recruiter gave some feedback and then let me know that they would contact me again.",Google
 Some basic question - in the solution you just need to apply some rule to change the array order   ,No Offer,Difficult Interview,,"I applied for this job and in a month was contacted by a recruiter. He has set two technical interviews one after another and let me choose the date. Both interviews were tech screens (in Google Hangouts), took approximately 45 minutes and had identically the same structure - first 3-4 minutes interviewer introduces himself and lets you quickly introduce yourself, then he asks you one programming question, you need to code your solution in Google doc so that he sees your performance. After that you discuss possible bugs and time/space complexity (pay attention to it, that's really important).",Google
 Write a program to solve a given simple standard problem in computer science.   ,No Offer,Negative Experience,Average Interview,"A moronic process that involves answering a standard problem in programming. Except you don't get to answer the problem on an actual computer as a real programmer does and you also must do this while someone talks to you the whole time, again not something you would actually do as a programmer. If you have recently seen the problem they will think you are talented and you will move on to the next stage.",Google
 Why are you the best fit for this role?   ,No Offer,Positive Experience,Average Interview,"The phone screening took 30 minutes. Very generic questions, such as what are your career goals, why this job, why google, etc. The interviewer was nice, but it seemed like they were looking for someone with more technology experience, which I had little of. All in all, it was a great experience and I simply wasn’t the right fit for the role.",Google
" Mostly quite easy problems. One is parentheses matching. It is simple, but I forgot to use stack. I used two variables to keep track of left and right parens. But when it comes to two kinds of parens, it is hard without using stack. The interviewer reminded me of it, then I coded using stack. There are some bugs and the interviewer pointed them out.   ",No Offer,Positive Experience,Easy Interview,,Google
 The questions weren't difficult--I just was a little rusty in the morning and didn't do so well. I think the hardest one was to traverse a linked list and remove any odd elements.   ,No Offer,Neutral Experience,Easy Interview,"The interview process involved two phone interviews in the early morning for me, as both interviewers were based on the east coast while I was on the west coast. The recruiter took a while to get back to me, and I was surprised that I had to sign a NDA before interviewing.",Google
,No Offer,Positive Experience,Difficult Interview,,Google
 Details of MapReduce implementation.   ,Accepted Offer,Positive Experience,Average Interview,"I got my interview scheduled two weeks after my application. After taking 2 rounds of telephone interview, I was informed of passing the interview. The next step is team match. It took 1 week to get picked by 2 team hosts.",Google
 Most questions were related to general data structures and graph algorithms.   ,No Offer,Positive Experience,Average Interview,Recruiter contacted me via linkedin and started the process. He was responsive and helpful in figuring out the logistics. Did two phone interviews initially and then a full day of interviews at the google campus. Everyone I spoke to was cordial and patient as I was working through the solutions.,Google
 programming and algorithm questions and some brain teaser questions.   ,No Offer,Difficult Interview,,Applied through the school career website. Got phone interviewed. quite hard programming and algorithm questions and some brain teaser questions. The phone interview lasted 40 mins . I was not able to answer all the questions. :(. The overall process is fast and tough.,Google
 Why do I want this position?   ,No Offer,Positive Experience,Average Interview,"They called me in for an interview, asked me a few questions and asked me to write some lines of codes for a specific function. So I did that then they asked me to design a program to carry this out, easy enough for any software engineer really, so we did that. After this they asked me a couple of questions describing different scenarios and what I would do in them.",Google
 kth selection problem with extremely large data set.   ,No Offer,Positive Experience,Difficult Interview,"At onsite, there are 5 technical interviews, each one will test a different aspect of knowledge or skills. Design, algorithm, implementation, math, data structure etc. you always need to write on the white board. The interviewers are very nice, you can get hints from them. The questions may not be difficult, but you need to finish them in limited time frame.",Google
 What is it called when a process creates another process?   ,No Offer,Neutral Experience,Difficult Interview,"Two phone interviews and then a 6 hour on-site interview. The on site interview consisted of 5 1 hour technical interviews and a lunch break. Some of the interviews were more math based, some algorithmic, and some were for more of a product management role.",Google
" Non-disclosure agreement. That being said, for an unexpected question, I was asked about a specific part of the language I was interviewing with that had no connection with any part of a normal CS interview I have ever had.   ",No Offer,Negative Experience,Easy Interview,"Was contacted by one recruiter to get information from me which they then sent to another recruiter in my area. Did a little back and forth with that recruiter, then scheduled the phone screen interview. Recruiter was helpful and answered any questions I had. They provided many links of topics I should know for the phone screen. Phone screen was on time, however it was quite obvious that they matched a phone screen interviewer who did not use the language I used (or did a hell of a job pretending they had no idea what pointers were), which was disappointing. If you make it past this round, you will have an on site interview. However, I was not lucky enough to have this opportunity.",Google
 One is about redundant strings and the other one is an extension of the first question.   ,Accepted Offer,Positive Experience,Easy Interview,"The interviewer was very nice. She started by asking about my Phd research. She asked me to describe a difficult project I have worked on, what was the difficulty and how I solved the problem. Then there are two coding questions. They are not very hard. The interviewer gave me hints and they were very helpful in correcting errors as I coded.",Google
 How would you find your car as you leave Burning Man?   ,No Offer,Negative Experience,Difficult Interview,"A whole weekend of bonding activities and then a full day of interviews for college seniors. The entire experience was fun, but arduous. I wish there was more feedback on what I could have done better. The interview questions were pretty esoteric.",Google
 How do you handle redundant calls to a server?   ,No Offer,Average Interview,,"I applied online through the google website. Heard back from the recruiter after a couple of months and then she didn't reply back for months. But ultimately after following up, she scheduled a telephonic interview. They mostly asked me system level questions which were out of my area of expertise",Google
 In place matrix transpose   ,No Offer,Negative Experience,Average Interview,"Very long process multiple interviews had about 8 of them. They were mostly what I consider abstract games. At the time I had extensive real world epxerince, the interveriwers expected cs 101 off my head, and ignored total any real world experience. Can't see how it's relevant to a real job for an experienced candidate.",Google
 all of the algorithm problems are not too difficult   ,No Offer,,,,Google
" Java coding, test programming in Java, php, html, java script, c, c++, windows, mac, unix, linux, etc. coding, testing, running, online , offline, pc, mac, work station, internet, wifi, dial in, and out...   ",Accepted Offer,Negative Experience,Average Interview,"it was a little bit hard to me, because i have been not doing such much coding lately but something else. it came from all my old experiences, i had to study a lot , in order to pass it...",Google
,No Offer,Negative Experience,Difficult Interview,"Recruiters set expectations and prepared me for the battery of interviews, with sample questions and how it would work. Pretty efficient and well-done. The odd part were the interviews themselves - only 30 minutes without room to go over and little eye contact during. Many of the people apologized in advance that, on their end, the paperwork is so onerous that they have to take notes while they talk but even with that disclaimer, it was incredibly cold and unprofessional. Afterwards, there was very little feedback.",Google
 Lots of scenario based questions   ,Declined Offer,Negative Experience,Average Interview,"I interviewed 5 people at their Headquarters. Overall good people, but there were two individuals that were flat-out rude and wouldn't even shake my hand during introduction. Horrible experience.",Google
,No Offer,Negative Experience,Average Interview,,Google
" There was a question about SQL joins, string parsing in R, some simple machine learning, as well as some general questions about particularly risky or creative things you have done.   ",No Offer,Neutral Experience,Average Interview,One recruiter reached out to me over LinkedIn. I was then handed off to another recruiter who performed a short phone screen. After that there was a longer phone interview with the leader of that particular team. The longer phone call took about an hour in total. They seemed to be trying to move the whole process along quickly.,Google
 How many cars are there in Dublin?   ,No Offer,Positive Experience,Difficult Interview,It took about 10 days for the whole process. I did two interviews and everyone at Google was really nice. I just was not a great fit for the role.,Google
 the deep knowledge question about geography and the brain exercise question   ,No Offer,,,,Google
" Unexpected: If you had to fit your entire MBA curriculum into a month, how would you go about it?   ",No Offer,Difficult Interview,,"I was contacted by an HR in early December to apply. Applied immediately and heard back from them in early February. Two rounds of phone interviews, 50 mins each.",Google
 Questions are all plain and straight forward for CS background. No tech/algorithms/domain-specific knowledge involved. Nor behavior questions.   ,No Offer,Neutral Experience,Easy Interview,"Submit the application online during December. Received response near the end of Janurary, and signed up phone screen interviews on two weeks later. Went through interviews, a few feedbacks received and proceeded. However, no hiring decision. Pushed offer in April, request response in less than a week, and received rejection",Google
 How would you deal with a dataset that was too large to load into memory?   ,No Offer,Positive Experience,Difficult Interview,I applied through an employee referral and heard about an interview within 1 business day. The interview was scheduled a few weeks later but mostly because I was traveling. They called me on the day of the interview and the guy was very nice but I was not as prepared as I should have been. Partially I felt I should have been interviewed for a Qualitative UX Researcher position but was being interviewed for a Quantitative UX Researcher position.,Google
 A confidentiality agreement was signed. I cannot talked about the interview questions public.   ,No Offer,Positive Experience,Difficult Interview,"I applied through internal reference. Got a response the second day saying a recruiter would contact me soon. After two weeks, I got an email from a recruiter telling me to pick a two hour session for two phone interview. One week later, I receive the rejection. The whole interview process is efficient and enjoyable, though I feel a little disappointment for not getting the position.",Google
" They gave me a piece of C++ code and asked me to ""improve"" it.   ",No Offer,Neutral Experience,Difficult Interview,Went to a career fair and was told to apply online. I applied online and got two back-to-back phone interviews. Maybe there were going to be interviews after that but I wouldn't know because I got rejected. At least they were fast about rejecting me and were efficient throughout the interview process.,Google
" Most of the questions are technical in nature. I was expecting this because colleagues had told me beforehand, but they ask many personality based questions to gear what kind of person you are. You will likely be culled if you don't fit their culture, which can include many aspects of geek culture (comic books, movies, video games, etc).   ",Accepted Offer,Positive Experience,Average Interview,"The interview for this position wasn't too bad. They start with a phone interview, which is basic and just checking to see if you know your basic stuff. The panel interview is one of the most relaxed interviews I've ever been in. I noticed if you didn't quite know the answer to a question, they appreciate it if admit you don't know, but attempt to answer the question anyway giving an educated guess. The panel members were very welcoming and didn't seem to be judging and intimidating like many interviews can be.",Google
,Declined Offer,Positive Experience,Average Interview,"This interview was for an analyst (contractor) role on a special projects team. Found the role online and applied online. I was contacted within the week by a recruiter who scheduled me for a brief (20 minute) phone interview. She went over just my background, resume, and briefly touched on my skill set. Next was a longer phone interview (1 hour) with the team lead. Next was an in-person panel interview with the team lead and three team members. This process took about an hour and a half. The questions were situational ones about how I would handle certain issues, problems with team members, and how I dealt with complex issues. After the panel, I received a another call to meet with the team lead again. This final interview was about an hour in length and one-on-one. It was more of a ""get to know you"" kind of interview. We talked about our backgrounds, his management style, and my ""being managed"" style. All in all, it was an enjoyable interview process!",Google
" Given two tables about website data, one table shows if the website has image or text. another table shows the daily traffic and other non-essential info about website. Output the top 10k website in dailly traffic which has image. It is just a question about table JOIN implementation.   ",No Offer,Positive Experience,Easy Interview,,Google
 Name one area Google shouldn&#039;t be in?   ,Accepted Offer,Positive Experience,Difficult Interview,"The interview was behavioral based and very straight forward. Unlike many of the product manager roles, this one is less technical though it always help if you can code.",Google
 How would you handle an angry client?   ,Accepted Offer,,,,Google
 The data structure question was confusing because the interviewer couldn't keep track of we were talking about his ridiculously contrived thought problem (something about postcards and amnesia) or the cs problem it was obviously a metaphor for.   ,No Offer,,,"I was recommended by a friend who already worked at google. I got an email asking to schedule a phone interview almost immediately after he sent in his referral. The phone interview was slightly less than half an hour and involved solving a simple problem with linked lists. They then flew me out to Mountain View and had me spend a full day interviewing with people from four different teams. Two interviews were programing challenges. One was a discrete math thought problem, and the last was a data structures and algorithms problem.",Google
 No unexpected question.   ,No Offer,Neutral Experience,Easy Interview,"The interview was about 1 hour, the recruiter asked only one simple question, how to intersect two arrays, I misunderstood the question first and then write down the code. He also asked about how to test the function, and how to improve the performance. The question is simple, but I didn't do very well. Tooo nervious.",Google
" just walked through resume, asked why Google   ",No Offer,,,contacted through email for a phone interview. did not make it past that,Google
 Do you know what a load balancing works?   ,No Offer,Neutral Experience,Difficult Interview,,Google
 Example exercise: design an alarm clock with only three buttons.   ,No Offer,Negative Experience,Difficult Interview,,Google
" If you will propose a project in the quantitative marketing team, what will you propose and how will you plan the project?   ",Accepted Offer,Positive Experience,Average Interview,"Internal referred followed by two round of phone interviews. Both interviews focuses on technical questions. The first interview has lots of questions on the fundamental statistics models, such as regression models, experimental design. The questions are like typical exam problems, but requires quick instant responses. The second interview also fucused on statistical questions, but were asked in a practical context. The interviewer described several projects with me, and for each project he asked questions about how you would like to plan the project, what models would you use, what were the alternative choice you have, reasons you picked that model, etc.",Google
,No Offer,,,,Google
,No Offer,Positive Experience,Difficult Interview,One question was asked about the data structures and I was asked to write the code for it.,Google
 Most Unexpected: Programming question   ,No Offer,,,,Google
" Work authorization - I answered ""unrestricted right to work""   ",No Offer,Negative Experience,,,Google
,No Offer,Positive Experience,Difficult Interview,"First you apply on Google site, then got contacted by recruiter for scheduling two phone interviews. If you pass the two interviews, you will enter project matching phase waiting to be assigned to project. There is no guarantee that you get project.",Google
" All basic questions, nothing complex.   ",Accepted Offer,,,,Google
 The tech question isn't really hard. I answered the basic solution and then was expected more efficient solution and finally the problem has to be solved in a scalable scope. I bet these should be completed in 20 minutes at most but that took me 40 min. Of course I didn't get further interview.   ,No Offer,,,"A recruiter found me on LinkedIn. She is very professional and super nice. I sent her my resume via an email on which I answered a few questions about my background in techniques and research; about school and employment. She planned a phone interview for me with one technician, 45 minutes. I answered 2 tech questions.",Google
 Describe a time when you improved a process   ,No Offer,Neutral Experience,Difficult Interview,"The interviewers were very friendly and created a warm and welcoming environment. The questions were all straight-forward (none of the trick questions Google was known for) and the cases were all directly applicable to the job. The interview process consisted of a phone screen, a second phone interview, then an on-site interview consisting of 4 back to back interviews.",Google
" Not quite difficult if you had seen similar problems before but for me some of them are unexpected. I expected to see problems in algorithm and data structure, like tree and graph. they took me some time to figure out.   ",No Offer,,,,Google
 Normal questions. They are all covered in normal CS courses.   ,No Offer,,,"I got a technical interview after they contacted me via email. The technical questions were about computer science concepts: OOP, data structures, algorithms and optimization.",Google
 Most questions were basic interview questions that they would later add a twist to make it more complicated.   ,No Offer,,,,Google
" Shrunk down and stuck in a blender, how do you get out?   ",No Offer,,,,Google
,No Offer,Average Interview,,applied via a friend and got a call the following week and then on site.,Google
 generation random number not in list   ,No Offer,Average Interview,,"2 Phone Interviews (45mins * 2) was placed in the first round. I believe they have further rounds for people who passed phone interviews. In the phone interview, they don`t ask what you have done before. They will give you the instruction for the interview and start examining your programming skills and your abilities for the software engineer.",Google
 Develop an optimized algorithm and write the code for square root of a number without using any methods.   ,No Offer,Negative Experience,Difficult Interview,"First had 2 phone interviews, each 2.5 hours. The first interviewer sounded almost hostile and didn't show any interest in my professional background. Just got onto asking me algorithmic questions. The second interviewer was a bit better but almost the same as the first one. Overall, a very stressful and unpleasant interview.",Google
 How would you figure out how many gas stations there are in the US   ,No Offer,Negative Experience,Difficult Interview,,Google
 basic trouble shooting steps. why a video projector does not work?   ,Accepted Offer,,,"email, 2 video conference interviews",Google
 What was your hobby?   ,Accepted Offer,Positive Experience,Average Interview,"I was offered this job as an employee referral,. I had a great interview with the interviewer. I was asked about the school project and what I did on my previous experiences. I waited about 1 week to be notified.",Google
" If you are to start a company in a city that you are living in, what would it be, how will you develop the product, market it and distribute it?   ",Accepted Offer,Positive Experience,Average Interview,,Google
 First interview asked me to basically sort a list and return the integers most common in that list. Was totally not expecting a question that easy...   ,No Offer,Positive Experience,Easy Interview,"The recruiter contacted me asking to set up an interview time. I had 2 technical interviews scheduled back to back (phone interview). They were pretty easy and straightforward, asked me to solve problems and talk about Big O of my solution and how I could make it better. After interviewing I was told I passed the interview but the hiring committee said they could not move my application forward.",Google
" How would you get rid of all obscene porn on the Internet? Would you remove the link to an extremist piece of writing? Standard fit: boring/ exciting times at work, coworkers, etc.   ",No Offer,Negative Experience,,,Google
 How to launch the ChromeBook   ,No Offer,Neutral Experience,Average Interview,"HR contact, Phone Interview, and On-site interview. The process was pleasant and the people were extremely nice. The role was not what I had expected it to be. The phone interview and onsite interview were very similar. there weren't any tricky questions",Google
 What area of would you say are you an expert in   ,No Offer,,,,Google
" Nothing really difficult, just situational types of questions. What did you do on x project, etc. No brain teasers.   ",No Offer,Negative Experience,Average Interview,"Applied online and within a week I received an email from the recruiter. The recruiter asked for a couple of date/times for a phone interview with a team member from Google. Had the phone interview, but it was very hard to hear the person as they were on speaker phone. This really created a bad reverberation effect on the call. The person said they really enjoyed the call and said I should move onto the next step in the process. After waiting a couple of days, I reached out to the recruiter and they said they should know something in a few more days. After 10 days went by the recruiter sent email saying they decided to go with other applicants.",Google
 How many ants can you count living inside an ant hill?   ,No Offer,Negative Experience,Difficult Interview,,Google
" I signed an NDA, but the questions were basically slight variants of ones found out of the book Cracking the Coding Interview.   ",Accepted Offer,Positive Experience,Average Interview,"I was initially contacted by a recruiter around the end of November 2013. The two phone interviews (standard procedure) were initially set to be the week after fall quarter finals. They are usually back-to-back. However, my 2nd interview got postponed the day of until after the new year. Both interviews were basically coding questions only. The second interviewer asked me briefly about my resume and to talk about a coding project I was proud of. I received word that I passed the interviews and was moving on the day after my 2nd interview. I did not receive an offer until 3 weeks later (they also expedited my process because I had a competing offer). The phone interviews were very pleasant; the interviewers were very courteous- definitely one of the better interview experiences that I have had while applying for summer internships.",Google
 nothing difficult expect the accent of indian   ,No Offer,,,,Google
,No Offer,Negative Experience,,I applied through an employee referral - Google assigned an on-off-shore company with Google email address to reach out me. I felt this recruiter was slippery and it turned out the recruiter deliberately gave false information over the phone.,Google
" How to create fake ""plus"" for your website   ",No Offer,,,,Google
" consider one situation, 9,9,9,9 to 1,0,0,0,0.   ",No Offer,,,,Google
,No Offer,Neutral Experience,Difficult Interview,"Get referred by friend in Google, and then get scheduled an HR interview soon after that. That was nice and easy. Followed up by a technical interview over the phone. Not that good answer. So it was finally declined without explicit explanation. I think this is pretty normal for such a big company like google. nothing else could say.",Google
 how would you advise the management in terms of improving current product offerings? on what basis? be specific.   ,No Offer,Neutral Experience,Average Interview,"I was contacted by a recruiter asking I am interested in the position. After a screening interview w/ recruiter (typical resume-checking, followed by a couple probability questions), heard back in 2-3 days and had a one-hour interview w/ hiring manager through a video conference 1 week later. Another 3-4 days later, heard they decided not to move forward.",Google
" If you could deign a Google store anywhere, where would it be and why?   ",No Offer,Positive Experience,Average Interview,"I submitted my information online, after which I was contacted via email to set up two video interviews. The video interviews took place soon after. They were back-to-back, roughly 30 mins each.",Google
" What Google program do you use most often? Now, tell me how you would change that program to make it better.   ",No Offer,Negative Experience,Difficult Interview,,Google
 How would you figure out the number of indentations there are in a golf ball?   ,Accepted Offer,Easy Interview,,Round 1 interview was at my college campus. Round 2 was at the headquarters where HR folks were running down the hallways telling us it was time to switch. It was like speed-interviewing with three different interviewers 10 minutes each.,Google
 There weren't any questions that were surprisingly difficult.   ,No Offer,Neutral Experience,Average Interview,,Google
 honestly not difficult questions. Just basic stuff.   ,No Offer,Average Interview,,"5 onsite interviews. 1 guy was *so* rude and that showed he is not experienced. Didn't allow me to think more and just pushed me to implement my first solution which I said it is gonna take a long time to implement. Clearly I didn't manage to finish ontime and he left the room with describing what a mess I did. He was so arrogant. He was being shadowed though. The 4th guy was a bit better but still had communication problems. Was just interrupting me while I was implementing my code. I had to stop him by telling him just stop and let me finish my code, and then I will review it for you and then feel free to ask questions. He ultimately appologized in the end but clearly I got rude to him this time (because he was just bugging me). in the end, this would turn against me I guess. waiting for the interview results. The other three were polite, and experienced. I would say an interview has two sides and your side is the more important side. but there is another side who might not be experienced enough to manage an interview session.",Google
 Not difficult. It is like why can not compare two strings. And how to compare one object which initialed as a string with string. The coding quesition is to find the kth in two sorted arrays.   ,No Offer,Positive Experience,Average Interview,"One round phone interview. The HR helped me to set up the phone interview. It took around 45 min. The questions were not touch. At first, serveral questions about the java. And one coding question. Keep communication during the interview.",Google
" Walk us through your resume, tell me about a time you faced a challenge, tell me about something you implemented at work   ",Accepted Offer,Positive Experience,Easy Interview,This was for the Large Customer Sales group. The interviews were two 30-minute interviews that were very behavioral in nature. After that it was about 1-2 weeks before finding out I had an offer. Really straightforward.,Google
" i was highly prepared for BGP and other high level concepts, but most questions were from basic networking stuff   ",No Offer,Positive Experience,Average Interview,It was through a recruiting company. The role was a contract one. So landing the interview was simple process.,Google
 Describe an implementation for a hash table. Explain how the data structure changes as more items are added and sketch a proof for the amortized complexity of operations.   ,Declined Offer,Positive Experience,Difficult Interview,,Google
 questions are all about thread safe   ,No Offer,,,,Google
 Nothing specific because of NDA.   ,No Offer,Average Interview,,,Google
 Leetcode regular matching   ,No Offer,Positive Experience,Difficult Interview,"Phone Interview, On Site Interview, 30 minute personality fit. Get familiar with the coding environment. If you haven't written any code on collabedit or whiteboard, you'd better practice a little bit before your interview as it'll be quite different from writing on your IDE.",Google
 Can you tell about why you think you are the best candidate for the position   ,Accepted Offer,Positive Experience,Difficult Interview,Difficult you Must know people up top. You must work with integrity and really enjoy this. Don't just apply because you want to work here. You'll burn out and won't make it,Google
 Standard fit questions. Very conversational.   ,Accepted Offer,Positive Experience,Average Interview,"Phone interview with recruiter followed by in person interview on-site with team. Initially interviewed with a New York team, found out quickly that my skills didn't match theirs and was referred to another team where I ultimately ended up spending the summer.",Google
 Group intervals so that if a new interval is asked you merge the ones it overlaps and create one big interval.   ,No Offer,Positive Experience,Difficult Interview,"First call from an HR Rep to check my resume and see if I have interest in the position. She also asked some general questions about my experience and what kind of work i like to do, no technical questions. She also told me the whole process. 2 google hangout interviews, all of them will ask questions on algorithms. Then on site interview with team I'll be working with. Then a presentation by me on why I want to work at this position, basically selling myself.",Google
 They were only of average difficulty.   ,No Offer,Negative Experience,Average Interview,,Google
 Finds the number of islands   ,No Offer,Average Interview,,"the interview process involved two 45-minute technical phone interviews. The interviewers asked about core computer science knowledge (coding, algorithms, and system design).",Google
" I thought all the algorithms questions were easy and basic; the coding questions on the other hand, specifically one of them, was not that clear and straightforward. I mostly blame the fact that the interviewer couldn't define the problem in a clear/proper manner. He then tried to explain the question via an example but his example was also confusing.   ",No Offer,Negative Experience,Average Interview,"I applied for the position in a career fair at my university. A couple of months later I got an email from a recruiter to set up an interview. I scheduled an interview for a month later. I had two phone interviews; questions were about my background, coding, and algorithms. I thought I did well in the interview, but a week after the interview I got an email from the recruiter that I didn't get the position.",Google
 What are your greatest strengths?   ,Accepted Offer,Positive Experience,Average Interview,The interview process was straight forward with a few interview steps. They made me feel welcome at the company and very happy to help with any questions that I had.,Google
 They asked that I not share any of the interview questions   ,No Offer,Neutral Experience,Difficult Interview,"I Had 5 1 hour interviews, which had a wide array of the types of questions. They were all pretty difficult. As well as a lunch chat with a person who was not an interviewer.",Google
 general ds alg   ,No Offer,Positive Experience,Average Interview,"contacted by a recruiter, initial call with them - general background / what would you like to work on questions and set up a phone screen. phone screen was straight forward, only did the phone screen then got a different job offer",Google
" Return the max k numbers from an unsorted integer array. Each number in the array is in the range [0, 10000).   ",Declined Offer,Neutral Experience,Average Interview,"The interview went seemingly smoothly, except for a couple quirks in the code on the whiteboard. The questions were way easier than I expected. The interviewers were not intimidating at all and did not try to make the process stressful. I felt like I passed and according to HR, the overall feedback was positive. My application went to the hiring committee which, in turn, rejected the offer.",Google
,No Offer,Positive Experience,Difficult Interview,"Referred through a current employee. Contacted by a recruiter pretty quickly and phone interview was scheduled in 2 weeks. First interviewer asked general questions about data structures and things, no programming or real algorithm writing. Second had me write some algorithms.",Google
" Asked to solve a variety of technical questions, such as how to find the missing number from a list of n that you know only one is missing, in an efficient approach.   ",No Offer,Neutral Experience,Difficult Interview,"Applied through Google's career website, and got a reply the next day. Scheduled a first-round phone interview, passed it. Failed in the second-round phone interview. Questions were mostly object oriented programming questions. You have to provide the best algorithm for solving the problems in a few minutes.",Google
" Nothing unexpected, the recruiters sent materials to review. Definitely go through sample problems from CTCI book and Elements of Programming Interviews. C++ and Java works best for these questions. Actually, C++ works the best since Java can be very verbose at times.   ",No Offer,Positive Experience,Average Interview,"I was contacted through linkedin by a recruiter and after giving them a few references from friends who work at google, i was able to bypass phone screen. My friends said they received a form that they filled out. But even than, I was passed around to at least 4 different recruiters by the time I was actually onsite. I was interviewed by 6 people, plus the lunch person that had no say on the process. 3 of the interviewers asked me to code on a white board, and 3 did not. I thought that was odd, I had expected all of them to ask me to code. I made a mistake of making google my first interview in 7 years so I made silly errors. Overall it wasn't as dreadful as others described it.",Google
" Tell me about yourself, What would you do with your last dollar   ",No Offer,Neutral Experience,Difficult Interview,It was literally the longest thing ive ever done. I have never worked so hard for anything and they made it all about those 3 days I just could have done better.,Google
 What do you see yourself in 5 years?   ,No Offer,Neutral Experience,Average Interview,"Interviewed on site through 5 rounds. Phone interview, 2 round phone interview with technical testing. On-site interview with HR, 2 round on-site interview with the team. One more round with the higher management team.",Google
 experience   ,Accepted Offer,Positive Experience,Average Interview,"They requested your previous job titles, what you did before, and why you are interested. i i i i i i i i i i i i i i i i i i",Google
" Seems the questions are simple, like visit a tree, or go up/down. Need to be careful about the details, such as integer overflow in C, etc.   ",No Offer,Positive Experience,Average Interview,"phone screen first, asked me some questions then do coding on a shared Google Doc file.",Google
 Choose a Google product you want. How would you increase its user engagement?   ,No Offer,Positive Experience,Average Interview,,Google
" If you need to verify a business address, what are the resources you can use?   ",Accepted Offer,Positive Experience,Average Interview,"My position was for a contractor. I had a phone interview with the vendor. Then I got a call the next day and scheduled for an onsite interview. The on-site was a panel interview, which last about 45 minutes. I followed up a few days later and found out I did not get an offer. However, 4 months later, the recruiter contacted me and asked if I'm still available to take the same position I was interviewed for. I accepted the offer.",Google
 SND   ,Accepted Offer,Positive Experience,Difficult Interview,The process was really good. Google is super nice. I was a second year student so my questions were techincal . They asked me questions that were at my skill set.,Google
,No Offer,Positive Experience,Average Interview,Went through a staffing company and got a phone interview with Google. The interview took about 20+mins. I spoke with the manager of the department.,Google
 A question about conditional probability.   ,Accepted Offer,Positive Experience,Average Interview,,Google
" Group interviews for the positions, so they're pretty much looking for the best stories based on questions like ""tell me a time you went above and beyond for a customer/client"".   ",Accepted Offer,Neutral Experience,Average Interview,"HIred through a temp agency (Adecco). They hit you with the basic prescreenings -- resume, staffing agent interview, drug test -- then you meet a GSX rep within the group interview.",Google
 The hiring manager asked a lot of extremely technical questions about call center routing.   ,No Offer,Positive Experience,Difficult Interview,"You are interviewed by someone in HR and then the hiring manager. I was interviewed by both people by phone as the job is in California and I am on the East Coast. I was worried about being asked a bunch of logic questions. However, those are no longer part of the interviews.",Google
 The questions were pretty straightforward.   ,No Offer,,,"Phone interview started at sharp 3.00 p.m. and lasted around 45 minutes. The interviewer introduced himself, giving his background. Then asked tell me a bit about yourself. There were 2 questions asked in all.",Google
" I was only asked 3 basic questions, not sure how they can decide based on only 3 answers.   ",No Offer,,,,Google
,No Offer,Neutral Experience,Average Interview,"Good, friendly and in depth.",Google
" I have been given one algorithmic problem, could not solve it. I was given a little hints and did advance a bit but still could not solve the problem. Then I was given different problem, also algorithmic, that I believe I have not solved either.   ",No Offer,Positive Experience,Difficult Interview,,Google
,Accepted Offer,Positive Experience,Difficult Interview,"The interview process was much longer than other companies - two months from initial interview to acceptance. I had one phone screen and 5 on-campus interviews which each lasted an hour. The on-campus interviews were the hardest of any company I've ever interviewed with (including many small companies, Microsoft, and Facebook).",Google
 Case study questions   ,No Offer,Neutral Experience,Difficult Interview,,Google
 Why do you want the job?   ,No Offer,Negative Experience,Average Interview,"Google recruiter reached out, did the standard screening -work history, why are you interested in Google/the role. About 6 weeks went by before I got scheduled with a person (not hiring manager) for a phone screen. Similar to phone screen and focused on my work history as person was familiar with role but couldn't get into details as they were not the hiring manager. I provided a couple of dates to fly up to Mountainview. It wasn't overly organized as they didn't confirm the date for my interview (I had provided a variety of dates 2 weeks prior) until 36 hours before the interview date which made it a scramble to make travel arrangements. Google covered flights, food, car and hotel. No advance notice of who I would be speaking to, other than their functions (ie ""you'll be talking to another Director, one of the position's direct reports, etc). Was told to arrive at one building but then was walked to another building a fair bit away for initial interview (same person as phone screen). That went well. I had an interview next with the direct report (in yet another far away building) which also went well . Both were focused on my work history, how I handled certain situations, my outlook on the role (a difficult question to answer when I had still not talked to hiring manager). Next interview was via their video conference system as the person was just returning from a trip. That person proceeded to eat the whole time, while at the same time doing a behavorial question interview that bordered on being combative. I wasn't sure if they were doing a good cop/bad cop routine as part of the hiring process. The final interviewer, a VP, came in about 20 minutes late, told me he had no idea of what the role was and hadn't read my resume. I was asked to go over my work history, then he turned it over to me for questions. Since he couldn't answer questions on role, I tried asking some questions on Google's businesses. He didn't seem interested in talking so we ended interview after 15 minutes. He dropped me off at the door but at that point I had no idea where I was after having moved buildings 3 times. It was about a week before Google came back and let me know they weren't moving forward with me. They did not provide feedback from the interview.",Google
 How would you release google maps in Mongolia?   ,No Offer,,,,Google
