interview,question,offer,target_variable,difficulty,source,length
"Worst process ever, no technical questions.. asked for hobbies or tell story and stupid questions, just need to speak fluently and you will be selected besides how dumb you are", 100-2+1   ,Accepted Offer,0,Easy Interview,accenture,176
"Worst experience in interview process , After interview they take 1 month to get status and offer latter and after joining they place you any where in india , Even india client location that is worst place"," There will be 3 round of interview 1st technical , 2nd managerial and HR   ",Accepted Offer,0,Average Interview,accenture,205
"It was a 2 round interview, one was telephonic, another was an HR round straight away.First round consisted of questions on SQL & Unix where Majority of the questions came in from Unix as Primary & SQL as Secondary. Interview questions were from regular Unix commands, sed, etc. In SQL questions were very basic."," For Unix, They were regular questions from Sumithabha Das   ",Accepted Offer,0,Average Interview,accenture,312
I hve cleared Two rounds of technical and one rounds of HR and after that was asked for doc submission. I have done all but after doc submission the HR team never turned up despite repeated mails and phone calls. They are I guess the most irresponsible HR group in India.,,No Offer,0,,accenture,271
"I was sent to Accenture, Bangalore office by a recruitment agency, they have fixed my appointment time and date with Accenture. But when I got there they made me wait for 4 hours or more than that. Upon my asking to staff there whether they are going to take my interview, I asked me to wait more. Very unprofessional behavior, I left and never went again.", Worst job interview experience   ,No Offer,0,,accenture,356
"Technical Face to Face for namesake but doesnt happen, all they do is make you sit in a corner of a conference room and hook onto a telephonic interview with some random guy sitting in some other part of the world", Difficult or unexpected question is why does the interview not happen as scheduled   ,No Offer,0,,accenture,213
"The interview process was very clumsy. It took almost 4 months to get the offer letter. Lot of chaos in between. My application got archived once, even after clearing the interview, then they called me for the interview again and this time the interviewer was from different technology so it was rescheduled after 2 week. Overall the experience was really very bad, but then it depends on case to case basis. Accenture really need to work hard in this area.", Questions were simple related to my work and technology.   ,Accepted Offer,0,Average Interview,accenture,457
"I had only a single one to one and not talked about anything related to the position, we discussed my background and the new skyline of the client's building. It was way to informal than expected and with a project manager of the project.", have you seen the new skyline of Google's huilding?   ,Accepted Offer,0,Easy Interview,accenture,238
"Applied on their job portal, got a call from hr, first round was telephonic, asked to come to gurgaon office for face to face round but to my surprise after investing my whole day and travelling around 300 Kms they didnt take my face to face round and again it was telephonic round.", Basic sap technical questions not tough actually   ,No Offer,0,Average Interview,accenture,282
"I am currently a manager but the interviewer insisted that I should be OK with Analyst level position. The interviewer asked my CTC and when I told her, she didn't believe. She opened some report at her laptop and said that my company doesn't pay that much. Totally unprofessional act to doubt a candidate on salary matters. I didn't expect Accenture to have such a person interviewing candidates.", written test on access and excel   ,No Offer,0,Easy Interview,accenture,397
Amcat aptitude test followed by technical interview which contained questions on rdbms and C and hr interview which was like a rapid fire round questions basically from CV to check the overall personality., Tell me about yourself and question on dbms and oops concepts   ,Accepted Offer,0,Easy Interview,accenture,205
"I was shortlisted from a competitive exam that I wrote few months ago. Only people who had already one more offers at hand were shortlisted. That was a big crowd of around 3000 people. First round was technical and it was very quick and easy and below standard questions like I was asked to write Fibonacci program and QuickSort and few questions about my project. That's all, technical round is done! Next was HR. Even this ended in less than 3 minutes where he asked few mainstream questions like 'tell me about yourself','are you ready to work anywhere in India upon requirement' etc. Bingo, I was hired! Then they made me wait for a month to send official communication and offer letter.", Write Fibonacci program in C++   ,Accepted Offer,0,Easy Interview,accenture,691
Eye Wash if the requirement is urgent otherwise cud be tough to clear.They told it will be a face to face interview but they again make you speak to someone in phone.HRs dont have lot of respect for employees., Simple   ,Accepted Offer,0,Average Interview,accenture,209
I got through to the telephone interview. I was unable to hear the interviewer clearly so I struggled. I felt as though I answered the questions thoroughly and to suit the company., All straight forward.   ,No Offer,0,Difficult Interview,accenture,180
"It was one of those types where you are interviewed and was just a number. They don't really consider competency, they prefer quantity over quality. My interview, first and final, only lasted for 15 minutes more or less. And I signed a contract."," my experience. ""In reference to your previous pays, do you accept our rate which is lower than what you were receiving?   ",Accepted Offer,0,Easy Interview,accenture,245
Received an email from Naukri.com on an opening for .NET developers with 6 months to 1 year experience. Attended the interview in a consultancy's location. Next round was in Accenture.,,Accepted Offer,0,Average Interview,accenture,184
The first Interview was very good and the interviewer was very friendly and didn't make the interviewee to get Panicked. That is what one expects. I was selected in technical and went through the HR round had all discussions done. Later I was called for a Managerial Round which was very disappointing as the Interviewer was very rude and had a bad tone to speak which made me nervous., No Question was difficult except the bad tone and my interview went in wrong direction and i was quiet.   ,No Offer,0,Average Interview,accenture,385
"Summer period, it took long to get responses. In total 4 times went to the office and had conversations from manager till director level. It took 4-5 months to get offer.", nothing really special: experience etc   ,Accepted Offer,0,Average Interview,accenture,170
the interview process was lengthy and it was too long... they took 2 months for each round and no coordination was in between HR.. and finally when they were done with all the rounds .. they again called me after 20 days to inform that i have been selected...It was very lengthy process and some HR in the final round do throw some head weight around you so as to make you feel that you are applying for some big shot company and not all are eligible ..that attitude is very wrong, why you wanna join accenture ?   ,Accepted Offer,0,Difficult Interview,accenture,480
"I came through a consultancy, I had 3 years of experience working as CSR for a reputed company before I joined this company. They was a personal introduction round, Voice assessment round, and Ops round"," Tell me some thing about your self, previous job and your achivements   ",Accepted Offer,0,Easy Interview,accenture,202
"Not very complicated: language test, test in logic and attention to details, questions about motivation and future plans, former positions. First an interview with a recruiter, later with the teamleaders and managers of the future team.", How long do you imagine it would be OK stay in this position without a promotion/ career change   ,Accepted Offer,0,Average Interview,accenture,236
"Accenture Consulting has a very protracted process, with extensive focus on background checks. There are typically three rounds of interviews, depending upon the level. First is generally to basic vetting, and depending upon role and team could be global to highly technical.", functional questions   ,Accepted Offer,0,Difficult Interview,accenture,275
"Interviewed on 18'th April,2013. Have cleared Technical round of Interview. Still waiting for the further round if any. Did not communicate anything still.",,No Offer,0,Easy Interview,accenture,155
"I received a text message from the recruitment officer that i am qualified for their job posting, a Data analyst. They gave me a schedule to what time and when i will be going to their recruitment hub|office.",,Declined Offer,0,Average Interview,accenture,208
"First round was telephonic. It was good. For second round the called me to office, but again it was telephonic. I was sitting in Conference room and Was giving my interview on phone."," Defect Life cycle, STLC, etc   ",Declined Offer,0,Easy Interview,accenture,182
"efficient interviewers are not there. young people are asked to interview. dont give much importance to interviews. who ever is available is asked to interview. Takes a couple of weeks for hr to schedule further rounds by when u will find a new position outside. favoritism plays a major role in all services companies. once u submit resignation, you will not get any company goodies. they will keep on hold.", about a real time scenario on how we do the role and perform the functions.   ,Accepted Offer,0,Easy Interview,accenture,408
There was a written test on accounting concepts & a case study. I was called for the interview as i had cleared the test. Interview consisted of 3 rounds.i got selected but declined the offer, Case study   ,Declined Offer,0,Average Interview,accenture,191
Project specific hiring is faster - the process initiation to processing of offer letter may be complete in 7-10 days. Other than that it can take months to complete the process, Technical questions   ,No Offer,0,Average Interview,accenture,177
"The whole process took over four months with the initial application to first interview taking the majority of the time, over three months from application to first interview. Then there was another four weeks before the second and final interview was scheduled.",,No Offer,0,Difficult Interview,accenture,262
"First you need to fill a form and submit your documents,after that telephonic after that they call you for a face to face then there is a leadership round. After that HR will discuss salaries with you over phone and the offer is rolled out.", All the skills that you have on your Cv will be covered   ,Accepted Offer,0,Average Interview,accenture,240
"The assessment centre consisted of a group exercise and a one on one interview. The interview was quite challenging. I did not have an opportunity to bring up any of the case studies I had reviewed, as it was focused almost entirely on the project plan (I think my interviewer only asked me one personal question, but it was something along the lines of 'Are you aware of what the job entails?'). I did not feel very comfortable with the overall procedure, as it seemed like she had a timer set for every single question, and would interrupt me frequently to tell me how much limited time we had left.", Are you aware of what the job entails?   ,No Offer,0,Average Interview,accenture,601
"Hiring and Interview Process is pathetic. There is no coordination between HR, Interview organiser, BA Capability and project. Total mismanagement. I know because i am current employee of Accenture. Don't waste your time. There is nothing behind a BIG Accenture Brand specially for BA's. You will regret if you join this company. Guys for your betterment please look better opportunity somewhere else.... I will leave this organisation soon !!", Working with Accenture is waste of talent ... they use BA's nothing less than a toilet paper !!   ,Accepted Offer,0,Difficult Interview,accenture,443
"It was all about personality, attitude and passion. The will ask questions that will challenge your logical thinking skills. They watch your habits the way you sit and etc.It was all about personality, attitude and passion. The will ask questions that will challenge your logical thinking skills. They watch your habits the way you sit and etcaà", What is our thesis and what are the challenges. They also asked if there was a time in which my teammates got so down and how i was able to uplift them.tWhat is our thesis and what are the challenges. They also asked if there was a time in which my teammates got so down and how i was able to uplift them.   ,Accepted Offer,0,Difficult Interview,accenture,345
"The interview process started as usually: phone call and interview based on discussion and a language test. Up to here everything all right. The problem is that I never got an answer... until three months later, when I've already started working somewhere else. I think when someone spends two hours of his personal time for an interview and a test, they should receive at least an answer. It takes just two minutes. Years later, I had another interview with the company for another position... it happened the same. Now I'm not saying that everywhere is the same, but at least the offices in Romania have HR who work like that: no answer ever!", Talk about your experience...   ,No Offer,0,Average Interview,accenture,644
"Submit CV and cover letter with long document of questions about Accenture that need answering. You can use their website for this. Then a telephone interview. He wasn't particularly friendly, and very difficult to get rapport with. First few questions were about Accenture, then standard competency qts and then a mini case study. No feedback.", No difficult qts. Tell me about a time you have shown resilience. etc   ,No Offer,0,Average Interview,accenture,344
"Hiring process @ Accenture is very hassling..Interviewed twice over there,been thru all the round,got selected,asked to sumbit the docs which i did.The Hr's were very rude...she said that iam suppose to submit the doc within 1 hr if u really want the offer...still patiently i did managing it some how...and one fine day my profile got archived bcoz its been 7 day from last day of my interview.After all this hassle i got this.I was again asked to interview and go through all the process.So if things happen on same day then its fine else i would say forget it.", Submit all the docs in an hour else forget the offer   ,No Offer,0,,accenture,563
Very engaging as HR team was very nice. They were in touch all through the process. Very well soft spoken and extremely professional. They kept the dates intact and described the process well.," I dont think they had any knowledge, seems all Google Passout. What they mentioned was far away from reality. All lies were mentioned about the work and projects when I walked in, there was an empty ground.   ",Accepted Offer,0,Easy Interview,accenture,192
Telephonic round happen in Accenture office and even managerial round is also through telephonic. The asked for wait around 2 hours. for taking 1st round only and when it was done all documentation they have done on same day But as my managerial round was not happen even, Generic   ,Accepted Offer,0,Easy Interview,accenture,271
"Three interviews where they ask for your experience and if you like to work with them. What technologies you know, and you know about the business and financial risks. I did not like the interview, it took five months to call me and when i asked they said they were waiting for a manager", What is your experience?   ,Accepted Offer,0,Average Interview,accenture,287
One telephonic interview then they will call for face to face but it will be telephonic only in actual. Then careless hr will call you by talking rudely for the package discussion., Basic interview question. Search in google and read you can easily crack.   ,Accepted Offer,0,Easy Interview,accenture,180
There was 1 round each of technical and managerial interview handled professionally. The questions were relevant to the position and technology, Nothing was very difficult in the interview but the most difficult part was followup required once they offer.   ,Declined Offer,0,,accenture,143
Very badly organized and i didnt know that whether my details were registered properly or not. After the registration there was no technical panel available. After that HR was so arrogant about not giving what i expected as my salary even though initially it was agreed upon., Technical Interview didnt happen   ,No Offer,0,Average Interview,accenture,275
"Exam moths ago for a different position but they called me again and wants me to go on an interview for ASE position. It went well and asked me to wait for result but I can already go home after the interview. I am actually very confident on my interview but actually, they are looking at your TOR as basis for employment and not your exam and interview. I have read previous post here in glassdoor of a former employee that this is their system. Please DO NOT use Transcript of Record as basis of employment as it doesn't measure the true skills of a person. They are just merely numbers and you can repeat those failing subjects again. What is important is the knowledge they obtained and the skills that they have.", How many failing grades you have in college?   ,No Offer,0,Easy Interview,accenture,717
"It consisted of 2 rounds. One for the technical and the last one for HR. It was quite easy. It was part of the on-campus recruitment process. They took in almost 122 students from my cohort. In fact, the recruiter for my technical round was a project manager who didn't even bother being social. He asked a couple of questions as he stared at his phone the whole time. The HR round went in a very simple way. I was asked if I will work in shifts and if I was willing to relocate. As I answered yes, my interview was complete and I was told of my offer by the end of the week.", How would you solve conflict within your team?   ,Accepted Offer,0,Easy Interview,accenture,575
"The first interview was over the phone, they just checked my background and my availability to relocate. The second interview was with a manager. She asked me general questions (worst flaw, best quality), industry specific questions (a sort of light case study) and whether I could relocate in 1 week.", How many shoes do you think a shoes company may sell in one year in Italy?   ,No Offer,0,Easy Interview,accenture,301
3 rounds. First two rounds were hr screen followed by behavioural. Last round was 2 interviews with senior execs in the Toronto office, None really.   ,No Offer,0,Average Interview,accenture,134
"Interview schedule communication was good. There were emails and phone calls confirming the date, time. In addition, reminders were also communicated thru phone. However, there seems to be no link between the recruitment team and the interviewer. The interviewer delayed by more than 4 hrs. And there was no communication on this delay. In addition, there was no apology as well. Post interview its more than 2 weeks and no communication on the status. On checking, got to know that there is no vacancy for the role the interview was conducted. Such a time waste!!",,No Offer,0,Average Interview,accenture,564
"i applied through my college.the process took two days and the results where out on the second day.the first process was written test,followed by one on one technical interview and next comes hr interview.", will you relocate to any region in india was an unexpected question.   ,No Offer,0,Average Interview,accenture,205
"Phone interview was technical and decided that I was good, HR tried to talk me down so that I wouldn't ask for a big salary.",,Declined Offer,0,Average Interview,accenture,124
"Clueless HRs and no communication. HR doesnt know what they want and they schedule and completes the interview and confirms that candidate is selected, but then they never comes back. Any one can understand that, HR is trying to select more people and decide cheaper resource among them. BUT none of them have courtesy or Dare to talk to the selected candidates once they select one person. Then onward you will get calls from other joker HRs who inquires the status of your interview with you. Then they will update in to their records that candidate is not selected.. We can imagine the great process."," After one HR confirmed me, other neutral HR calls me and asks me what is the status of my interview. I had to tell some body confirmed but never revert back after that. How silly?   ",No Offer,0,Easy Interview,accenture,603
"One Technical and one HR round was telephonic then called for so called final interview F2F at its office. This round was pathetic in terms of Management of interviewees. They called hundreds of ppl but could not manage them properly, no place to sit. No one knows when their term will come. This round was taken by third party only asked general questions nothing related to your work. They treated as if we are freshers. Had to wait for 7 hours to finish this. It was really a horrible experience, at so called Accenture, the brand... uuuh", Nothing but all scrap questions   ,No Offer,0,Easy Interview,accenture,541
"the first communication was extremely formal and impressive through a ,mail invite etc from the HR IDC of accenture. Later i was scheduled for telephonic interviews for Technical, HR which i cleared. after my HR round i recieved a call for F2F managerial round which was a complete bogus. upon being there 50-60 interviewees were made to wait for hours and then allowed for a final round with any manager with no-connection to the projects i was interviewed for before. the HR over there pathetically explains to people why same managers are interviewing the same persons again and again and that consultancies have access to use accentures official mails ! ... when everything else stopped making sense to me i was called for the ""managerial"" round which turned out to be 101% technical. i was later given the feedback that i was not shortlisted ?!.. though atleast it was quickly given!.", there are no unexpected questions...just un-expected events/ rounds!   ,No Offer,0,Average Interview,accenture,889
"The initial screening is done by an Human Resources person, I think. I am sure that an HR person is not qualified enough to judge an instructional designer. I wish if the initial round had at least a little bit of skill testing. Again, only persons who prefer a night shift are preferred.", Are you willing to work night shift?   ,No Offer,0,Easy Interview,accenture,288
It was lengthy and they can call you even after 4-5 months for next round of interviews. They will call you multiple times for same round of interview. Overall process will be slow., Have you faced any escalations?   ,Accepted Offer,0,Easy Interview,accenture,181
"I have applied via their carrier page. They called me on the next day, quick phone interview. Tested my English, and all the usual questions... After they asked me to join the AC that week, so I went. We had to fill numerical test, translate from Englsih to Hungarian, compering numbers, and tray-in exersice alone, written way. There was a lunch break, we went outside, than we had to come back in 1 hour. There were about 50% of women at the AC, they said the names who did not succeed the test. None of the ladies, only men. It was weird for me, that non of the women could make the test?"," Nothing was unexpected, but it did not matter how good or bad I was.   ",No Offer,0,Average Interview,accenture,591
i got a call from accenture banglore which was schedule and i went at 10 am in the morning and it was F2F i had HR round first at 5:30 pm and then technical at 9pm on WCF and MVC, I the technical he asked me all elimination questions which we never implement those concepts in our projects   ,No Offer,0,Difficult Interview,accenture,178
The interview was divided in 4 sections: A personal test (logical and economics questions); Another test where they presented situations and you should provide solutions to those problems. The third was a group activity where you had to discuss another situation. And a final personal interview with HR where they asked classic HR questions., There were not very technical questions. Most of them was more about how would you proceed in some situations.   ,No Offer,0,Average Interview,accenture,341
The interview was a piece of cake and hiring process took forever. I was asked to join in 3 days after releasing the offer (which took a lot of time) as there was work pressure. After joining I was told that there is no work for my profile and I should change it., More interested in your personal life than work ex   ,Accepted Offer,0,Easy Interview,accenture,263
"3 stages, handled by outsourced team. Have to apply online and wait for a call from China. Usually takes long. Best to go thru referrals. People are very friendly though. Found the process easy. Just make sure you study about the firm.",,Accepted Offer,0,Average Interview,accenture,235
HR round and then technical round.Checked all the basics in tech. round.Other city openings. do mention the city you want to relocate.Keep all documents scanned ready if your interview goes well., Basic sql.Mostly telephonic if outside home city openings   ,Accepted Offer,0,Average Interview,accenture,195
I applied in the Accenture career portal for WPF Developer job and got call from them after 1 month of application. The questions were very basic related C# and WPF concepts whatever was mentioned in my resume., Easy questions   ,Accepted Offer,0,Easy Interview,accenture,210
"Four stage interview including with HR, and a manager, senior manager and MD (separately) from the team you are applying for. The senior manager interview is a case study of a consulting engagement. HR is company fit. The manager is a simple analysis of your experience. The MD interview encompasses the latter two as a final approval.", Name a time you've had to manage a difficult person in your team?   ,Accepted Offer,0,Difficult Interview,accenture,335
"not good, asked same document multiple times,it takes more than 4 month to get selected and in notice period my manager asked to think again to join accenture. when i joined i got surprised because someone already joined for which profile i was supposed to join", nothing special   ,Accepted Offer,0,Average Interview,accenture,261
The interview process was easy and quick the hr people were cooperative. Salary negotiation should be done as they would offer you less to start with. You have to drag them and use your negotiation tricks. Be flexible enough at the interview and show you 100% commitment which should be enough to get you through, They ask you questions from your cv only   ,Accepted Offer,0,Easy Interview,accenture,312
Accenture hiring process is very long not because there are multiple round of discussions and interviews but because they request the same documents again and again for 3-4 months atleast 3-4 times," LO Extraction process, how to retrieve failed records both from source system and staging layer in BI   ",Accepted Offer,0,Average Interview,accenture,197
Very bad process and less coordination. HR would call you many times for same thing. Interview slots are not well defined. You are lucky if they call you on time," Interview question are basic, some of them are from question bank   ",Accepted Offer,0,Easy Interview,accenture,161
I had to go through the written interview and gone through couple of phone interviews. I was told that hiring manager will invite me for an face to face interview. After numerous follow ups I was eventually told that hiring was cancelled," Tell us about yourself, your biggest achievement and regret   ",No Offer,0,Average Interview,accenture,237
Hiring & Interview process is very confusing. You receive call from several HR Reps. for a single position. Also they ask you to submit the details., There was no such Question asked   ,Accepted Offer,0,Average Interview,accenture,148
"3 rounds of interview - Peer, Manager and Director rounds assessing skills, business awareness, communication, domain knowledge, consulting and problem solving abilities. one telephonic and two rounds face to face.", Business cases to be solved   ,Accepted Offer,0,Difficult Interview,accenture,214
"The will call you very easily through internet job websites or if you apply, but no reliability of getting offer,I qualified all he rounds, they asked for my documnets and since then its been 3 months and there is no communication.", interview is not that tuff   ,No Offer,0,Average Interview,accenture,231
There were two rounds. First was telephonic and second round was face to face. The questions in both the rounds were more or less the same. After some three days of the face to face round I got a mail from the IDC(Accenture defaullt mail id) that I had cleared both rounds of interview and that there would be HR round. But after that there were no more calls for HR round. I followed up a couple of times but got no response. My question to Accenture recruitment team is that if they don't have openings in the first place then why do they waste people's time and energy. They don't even treat candidates with respect to let them know what the situation is., There were no difficult questions to answer   ,No Offer,0,Average Interview,accenture,658
The recruitment team is very bad and uncordinated keep rescheduling the interviews. Many rounds and the decesion making process is very slow and whole hiring process takes over 2 months, Why do you want to join Accenture   ,Accepted Offer,0,Average Interview,accenture,185
Applied online- got call in couple of days form HR consultant- arranged face-face interview with manager on following Monday-30 minutes before interview got a call from the consultant -Manager is unwell- another consultant called and arranged a interview for next Monday- went to local office- sat for 45 minutes at reception- MANAGER DID NOT SHOW UP-LEFT THE BUILDING, MANAGER DID NOT SHOW UP FOR INTERVIEW 2 TIMES......   ,No Offer,0,,accenture,368
"Getting a job at Accenture is the most tedious process one has to go through. It took more than 2 months, and 7 rounds of interviews! By the 5th round, I was ready to quit, and the excitement of working for Accenture started to diminish.", Questions were typical.   ,Accepted Offer,0,Average Interview,accenture,237
"1 telephonic round and 1 face-to-face. the whole process was quiet stretched and went on for more than a month. with absolutely no communication in between 2 rounds. the recruiter did poor job on that front, had to submit my documents multiple times for the background checks", technical skills and people management. the questions were mostly about domain knowledge and the general processes. the 2nd round involved personality check and team fitment questions   ,Accepted Offer,0,Average Interview,accenture,275
Process is pretty simple one round of technical discussion and one round of Managerial discussion followed by HR discussion," There was nothing specipicaly to be difficult , in the HR discussion they asked few scenario's which has troubled me in work at past   ",No Offer,0,Easy Interview,accenture,123
"The hiring and interview process is long and painful. I was ""fast-tracked"" and it still took over a month. There are multiple interviews, with a lot of time in between them. If fast-tracking takes that long, the regular process must take a year. The recruiter was also very difficult to get in touch with, and would stop responding to emails for days at a time.", There were no difficult or unexpected questions. They were all the usual behavioral and technical questions.   ,Declined Offer,0,Average Interview,accenture,361
"In the interview they are looking for people with good communication skills, analytical skills and also an in depth knowledge of the subject.", What stuck u on our website at the first glance?   ,No Offer,0,Average Interview,accenture,141
Long and unuseful. A lot of hours the first time and a lot of time to know how it is work. And at the end they closed the application process caused of crisis., The questions are easy and generally they want to know if your orientation is in consulting   ,No Offer,0,Average Interview,accenture,159
"Interview process consisted of 5 phone interview (2 preliminary screening interviews by external recruiter, 1 situational/behavorial interview, 1 skills interview, final interview with hiring manager. The process was initially efficient with the situational and skills interview scheduled in the same week. The final interview was rescheduled three times.", Describe a situation where you encounter a lag or delay in getting work done and how you handled it?   ,No Offer,0,Average Interview,accenture,355
"Three rounds of interview: Short case, mostly project experience, Behavioral and final with a partner",,Accepted Offer,0,Easy Interview,accenture,101
"in my case i had 3 interviews in one day, hr, senior executive(what can you bring) and senior manager (technichal)"," pretty standard, why accenture, why you as a person,   ",Accepted Offer,0,Difficult Interview,accenture,114
"Interview scheduling will take little time but Post selection, on-boarding will take lot of time. Interview will be - Initial round telephonic, followed by F2F, then manager round, finally HR Interview.", indept   ,Accepted Offer,0,Difficult Interview,accenture,202
"I do not recommend Accenture Japan very much. Actually, the interview was uncomfortable in the imperative mood. They just rejected me immediately, and the recruiting email can not be replied by their system, so we even can not ask questions or communicate. Please be careful to apply to this company in Tokyo.", Where are you from?   ,No Offer,0,Easy Interview,accenture,309
"It took me almost 1 month to get all 3 interviews passed. Now, They requires me to submit 2 years of tax withholding before i negotiate salary. First and second interviewer was not manager. So I had to wait until they have finished their work even though i was there at the appointed time.", They wanted me to fulfil a project they want. (I didn't like it)   ,Accepted Offer,0,Average Interview,accenture,289
"I got a call from HR to fix up an interview, HR scheduled a telephonic interview to be conducted in weeks time. I never received any call, after day or two HR called me again to re-schedule the interview, the telephonic interview happened this time. I heard nothing from HR for next two weeks so I thought that may be I am not selected. I got a call from HR again after two weeks saying that I have cleared the first round and wants my preferred time for second round. I cleared the second round as well, after a week I got call from HR to submit my document so that they can release an offer, I submitted all the documents and till date have not heard anything from them. I called up HR many a times but nobody bothered to give me any reason.",,No Offer,0,Average Interview,accenture,743
"I got this opportunity through recruitment firm(sourceone), interview date and time settled by them. 1 technical interview, HR interview, documents submission for background check and then manager round. all telephonic. after all positive feedback, HR calls for another to negotiate salary. but after that no response from HR/sourceone.",,No Offer,0,Average Interview,accenture,336
"Applied through campus recruiting, got a phone call and email 2 days later requesting an interview. The first round of interview has a lot of people competing. I recalled 8 people were interviewed for one position. The manager is actually quite impatient, didnt really have any interest to know you better rather want to judge how fast and well you react to his questions. He asked me questions non-stop, though most of the questions are pretty standard. When I talked a bit more he will just stop me and move to the next one. The interview lasted for one hour. Pretty Accenture culture I would say.", Whats your favorite fruit?   ,No Offer,0,Difficult Interview,accenture,599
"It took so long time. they want to lower your level and price. it took 4 rounds. I interviewed with project manager, 2 senior managers, and a partner. It took about 2 months to finish it.", specific project experience   ,Accepted Offer,0,Average Interview,accenture,187
"The staffing agency scheduled interview but when I reach the place. It was like scheduled walk-in. So, it took time but eventually cleared technical and HR rounds.It was almost done as I even submitted required academic and employment documents. But I didn't received offer. After several follow up through different channels, I received one answer each time that ""Offer pending"" status.",,No Offer,0,Average Interview,accenture,387
"Interview with a Senior Manager; was kept waiting for a long while before I was asked in. Asked general questions and also asked to run through an example case study where there is an almost impossible situation (to see how I would deal with them - there is no right answer). After the interview, did not receive a single response form Accenture to tell me the outcome of the interview process, despite successive emails to them requesting any kind of feedback. Left a negative perspective of the company.", How would you deal with breaking bad news to a client company.   ,No Offer,0,Average Interview,accenture,505
"Never met such rude interviewer amongst so many interviews. Very strong culture in a sense that they expect you to know everything about them, and outrightly tells you ""You should have done more research"", and cares less about your strengths.", Tell me about you.   ,No Offer,0,Average Interview,accenture,242
"Process for summer internship recruitment involved two one-on-one interviews following an application through on-campus recruiting; the first one was a 30-minute screening, the second a 45-minute behavioral interview. By and large both the HR and the consultants were friendly and helpful, but the second round interviewer was nasty and condescending (though this may reflect that one person more than the entire organization's culture). The focus of the interviews is mainly on fit and standard behavioral questions.", Describe a time when you were able to save someone a significant amount of money.   ,No Offer,0,Average Interview,accenture,517
"Strange interview format that wanted to only focus on resume and ""why accenture"" did not feel that i had enough time to communicate anything of substance. felt the process was more stressful than a traditional interivew. preintervew session (dinner with accenture employees) went very well and they outlined the format clearly and communicated expectations. No complaint about any of the requriters or staff just unease about interview format.", number of hours you spend doing non hw related extracuricullar activities in a given week   ,No Offer,0,Difficult Interview,accenture,443
"1st I got the call, in telephonic interview hr asked me about some basic question regarding accountancy then asked to come for 1:1 interview, but 1:1 interview was not satisfied.",,No Offer,0,Difficult Interview,accenture,178
I applied online through their website as a placement student. It then involved one telephone interview and one face to face meeting. I then got an offer on their one year industrial placement. After completing I would be offered a place on their graduate scheme once I graduated with at least a 2:1., Tell me about what you know of the software development lifecycle?   ,Accepted Offer,0,Average Interview,accenture,300
"The interview was cold and had a poker face the whole time. Constantly interrupt your answers, which i found was very annoying. Asked typical interview questions, but was very hard to please. Condescending and cold.", Why accenture? why did you say the same thing as everyone else?   ,No Offer,0,Difficult Interview,accenture,215
Phone screen followed by face to face interview with a member of HR and a department manager. At times the tone taken during the interview was aggressive which was slightly off-putting., Employment law question around redundancy   ,Accepted Offer,0,Difficult Interview,accenture,185
Initially it's a management skill checking round to check your domain knowledge followed by formal HR round.,,Accepted Offer,0,Easy Interview,accenture,108
"Worst Interview Experience. Got calls from a consultancy 100 times. Its Head spoke with me. I was not willing to attend walkin, but the head convinced me to attend it. When I went there, i was made to wait for an hour, then an HR took my 1st Round. Ask few general qstns, not related to the skill. Took my photographs and the Resume, and said that the Tech Panel has met with an accident this morning, so will schedule your Interview over phone next week. It was a complete waste of my timne and my weekend.The Question is if the panel was unavaiable, then they should have asked us not to come. A Complete mess it was. The HRs where behaving as if its our fault that we came today, instead of being sorry for all these problems they created.",,No Offer,0,Easy Interview,accenture,742
Applied online. 1st went to an informational interview. Had a good idea what the company did but could not get a clear picture of how I would fit in. 2nd round interview a few days later focused more on my background. Interview read questions off a sheet and asked several questions that I had already answered in a previous statement as if she wasn't paying attention to what I was saying. Didn't get a really good vibe about the company from either interviewer., Describe a challenge you faced and how you felt during the challenge.   ,Declined Offer,0,Average Interview,accenture,463
Mine was just hr interview and a bit technical as college toppers had direct hr round. They mostly focused on my achievements and were quite impressed. Technical interviews as heard are a bit on the tough side, What do you know about cloud computing?   ,Accepted Offer,0,Easy Interview,accenture,209
"The preliminary interview process was simple. It consisted of 2 half-hour interviews - one is the case interview and the other is behavioural. After this step came a phone interview with a manager, and after that, an in-person interview on-site. I didn't make it past the first stage because I was poorly prepared for the case interview and my responses lacked structure.", The case interview was definitely the hardest part of my interview. But the question varies.   ,No Offer,0,Difficult Interview,accenture,371
"I got a call from the recruiter after being referred by an employee. It consisted of basic resume questions. She called after two weeks that I'll move on to the next round of phone interview, which will be based on behavioral questions. It was very difficult to convince the 2nd interviewer, she was probing every situation I described, have to prepare very well and be confident. Then after another 2 weeks I got a call saying that they want to schedule an in-office interview with me. I met with a peer, who was very nice. Then another round of behavioral question with a manger, who was very nice as well. But the senior manager who came at the end, seemed really reluctant to even talk, she made me feel very unwelcome! I waited another 3 weeks for them to let me know that I did not qualify!", Describe a situation were you solved a problem with very little information.   ,No Offer,0,Difficult Interview,accenture,796
"it was a simple process...started at 8 in the morning and by 5 pm i got my offer letter...in one day one written , one gd , one technical and one hr was held"," simple questions on sorting,searching and little bit data structures   ",Accepted Offer,0,Easy Interview,accenture,157
