question,offer,experience,difficulty,interview,source
 Tell me about a time when you only had a little information about the situation.   ,No Offer,Positive Experience,Average Interview,"It was a pleasant and unique experience unlike other traditional interviewing processes. There were around 40 candidates in total. We started in the morning and the first two stages end around noon then we had interviews in the afternoon. The whole hiring process includes store tours, group projects and interviews.",Apple
" Lte, RF Basics   ",No Offer,Neutral Experience,Average Interview,,Apple
 mostly related to their project   ,Accepted Offer,Positive Experience,Average Interview,"Typical interview process - a quick chat with the recruiter, a phone interview with the hiring manager, and an on-site that lasted about 6 hours, all of which except for the chat with the recruiter were highly technical. As a lot of other people have already pointed out, make sure you know every single detail you have on your resume. Do not include a skill or some previous experience just because you think it will make you look strong, because the interviewers WILL catch you (I know a friend who did this, and trust me, it got real ugly). They will ask about the details to make sure you know what you are talking about. If you do not know something, just tell them you do not know. Do not even attempt to BS your way through it. They know you're not an expert in everything. Just admit it and they will move on to their next question.",Apple
,No Offer,Neutral Experience,Average Interview,,Apple
" All behavioral questions- nothing about technology at all. They want to know how you problem solve and deal with many types of customers. Additionally, they want to know how you prioritize problems. The interviews are very enjoyable and comfortable!   ",Accepted Offer,Positive Experience,Average Interview,"Applied online, then through employee referral. I received an email a few weeks later and scheduled a phone interview. Two weeks later, I received an invitation to a hiring event in Minneapolis. Apple flew me there and paid for all of my expenses, including my hotel stay. The first round of interviews consisted of a tour of an Apple Store, Q&A with Store Leaders and Managers, and two group presentations. We were then taken back to the hotel where we each had 2 one-on-one interviews with Store Leaders and Managers. One month later, I received an offer over the phone.",Apple
,No Offer,Negative Experience,Difficult Interview,"I got the interview through an online job application that I learned of through my university's career site. It started off on the wrong foot out the door because he called me 30 minutes late. The guy who called was very hard to hear and understand and multiple times I simply answered the question I thought he was asking without knowing exactly what he was saying. Overall, it was mainly a technical interview with a few of the questions listed below. None were too difficult but you will want to study up on carriers/modulation/receivers.",Apple
 Describe an experience in which you interacted with a team.   ,No Offer,Positive Experience,Average Interview,"Brought to a group interview, conducted various team interviews. Met with managers from various area stores. Overall a positive experience. Group setting was in the room with about 30 other applicants. Management gave a very positive atmosphere for candidates.",Apple
 What are your passions? name a time you and a manager got in a disagreement. why apple?   ,Accepted Offer,Positive Experience,Easy Interview,,Apple
 Why is the At Home Advisor position a good fit for you?   ,No Offer,Positive Experience,Easy Interview,"I've only had the first interview with the recruiter today, It went well, and I was moved up to the next interview! She asked me why I would be a good fit with Apple, and so on. The lady was very friendly. I had even said emphasize instead of empathize and we laughed about it!",Apple
" My phone has been replaced several times and now, Apple Care says they have to send me a new replacement! I want to know why you can't get me a working phone?   ",Accepted Offer,Positive Experience,Average Interview,,Apple
 How would you approach working with a customer who was very upset or difficult to work with.   ,Accepted Offer,Positive Experience,Difficult Interview,The interview process took approximately 3-4 weeks. It was all completed over the phone or video chat. There was an initial question and answer with a recruiter followed by an interview with a hiring manager and then finally an interview with a team manager.,Apple
,No Offer,Neutral Experience,,"I submitted my application online and was contacted a few days later. Spoke with a representative who was really pleasant but spoke really fast! The representative explained the job and the starting pay, which was awesome IMO for work at home work. In was asked several questions about my work history. I was asked if I was ever fired from a job, gave a truthful answer and the reasoning behind the termination and was asked if I wanted to replace Apple with current position, a definite yes as it would be a step up. Wanted to move forward. Was told I would hear back from a hiring manager in two business days. Got an email from the representative who originally called me and I was told that they have decided to move forward with other candidates.",Apple
 Why apple?   ,No Offer,Neutral Experience,Average Interview,,Apple
,Accepted Offer,Positive Experience,Difficult Interview,,Apple
" Tell me about a time where you were given a difficult task/project with little information, and how you excelled at that project/task with what you were given.   ",No Offer,Negative Experience,Average Interview,,Apple
 Roleplay Question: I just got back from my honeymoon and lost all of the photos I took on my phone!   ,Accepted Offer,Positive Experience,Difficult Interview,,Apple
,Accepted Offer,Positive Experience,Average Interview,,Apple
,Accepted Offer,Positive Experience,Difficult Interview,,Apple
" How can you relate what you are currently doing, to what we are asking you to do?   ",No Offer,Neutral Experience,Average Interview,"Initial phone interview with the recruiter went great. She brought me in to meet with the director, hiring manager, and another manager (panel interview). Next interview was a week later with about three folks. Next interview was two weeks later with a few more folks. It went on like this for about a month and a half. I met 13 people over 6 visits to Apple. At one point, the hiring manager even came in during an interview and hugged me, and said she was excited. The coordinator even gave me a water bottle. Then there was silence for over 2 months. I would email every week to check in and no updates could be given. Recruiter went on vacation for 3 weeks. She finally emailed me and said, ""We are not moving forward with your candidacy and I don't have any other feedback. Sorry it took so long"". I feel robbed of my time, patience, and trust. After waiting for so long, the leasst they could have done was given me a job.",Apple
 How will I fight becoming jaded? As an admin you deal with mistakes all day and must control the emotions of the team.   ,Accepted Offer,Positive Experience,Average Interview,,Apple
 What makes you a leader?   ,Accepted Offer,Positive Experience,Average Interview,The process was very stimulating and eye opening. Question were very structure based and being yourself is key to what I think they look for and desire. They want someone who is a leader and as well as a mentor. Business causal is the accepted way to dress and make sure you arrive on time.,Apple
 Most questions were theoretical free body diagrams and physics based scenarios. The questions seem to be heavily favored to aid hiring of recent college graduates.   ,No Offer,Positive Experience,Difficult Interview,"After an initial HR phone screen, I was allowed to speak with the hiring manager who asked a combination of work experience, skills related, and physics textbook education questions. My third interview was with the team leader who only asked experience and skills related questions. I was then instructed to complete a small design project and a presentation for the department group review of more than 10 people at the onsite visit. The in person interview was from 9 to 5. Most questions were highly concentrated on statistical tolerance analysis. Many didn't appear to be related to the job duties. Some appeared to be a personality quiz. More questions were focused on engineering statics and mechanics of materials. This can be a challenge for even the most experienced and skilled engineers who typically aren't required to recall past college education during their career. That said, my biggest surprise was the lack of skills assessment testing.",Apple
" Rank the hardness, conductivity and other properties for five materials he gave me   ",No Offer,Positive Experience,Difficult Interview,"Two Phone Interviews, ask a lot of technical questions. Also ask about personal experience and technical background. I have answered most of them but some questions are difficult for a graduate students who has no experience to answer,",Apple
,No Offer,Negative Experience,Difficult Interview,"Was taken into a group room where we were basically told how wonderful apple is and how magical the world of computing can be, then we were interviewed by *surprise* the person next to you and fellow interviewee. We were asked what super power we'd choose and to share a positive work experience. Naturally this is like playing the telephone game with the interviewee often not getting the story correct (he screwed up mine) and possibly cost me the job. overall not a good experience. I understand Apple may not have time for traditional interviews, but I was unable to sell my skills as a result. It would have been easier if the other man was eliminated and we described ourselves. In short- traditional interviews are better and exist for a reason.",Apple
 A man calls in and informs you that his iPhone is not turning on. He left it on the charger the night before and this morning he woke up to his phone still not turning on. How would you troubleshoot this issue?   ,Accepted Offer,Positive Experience,Average Interview,"The interview process was fairly standard. Initially I was contacted by a recruiter (Wednesday) asking if I was still interested in the position. I missed the first call but after receiving an email and immediately responding and calling back and leaving a voicemail we made contact. She gave me a very detailed overview of the position (hours,training,pay) and proceeded to ask me several questions in regards to my background and customer service experience. Standard questions. She then informed me that she was recommending me for the next step which was a FaceTime interview. We scheduled that interview for two days later. On the day of the FaceTime interview (Friday) I was contacted by a recruiter and we spoke about my employment history and began a line of questioning. A few technical questions (not super intensive, just analytical thinking mainly) and we did a role play. Kind of awkward but I got through it. Following, he gave me some constructive criticism (pretty cool right?) and then informed me that he was recommending me for the next step which was an onsite interview that I would self schedule. I received the email the following business day (which was a Monday) and scheduled my onsite interview for two days later (Wednesday). On the day of the on site interview I met with a different recruiter and she went over my history, asked me some customer service questions and then a few simple technical questions. Nothing to be intimidated by. They definitely gauge your skill level before asking. She informed me at the conclusion that HR would review all notes from both interviews and that I would hear something within the next two weeks and if I didn't I should contact my initial recruiter. Later that day, I received a phone call from the recruiter I had my FaceTime interview with informing me that they wanted to move forward and offer me the position (pending a criminal background check and drug screen). I am currently completing the steps the clear my background with HireRight and I am hoping to start with the next class at the beginning of June (: Overall great experience. They understand its kind of nerve wrecking( I mean come on you're interviewing for Apple) but they go above and beyond to make you feel comfortable and they are very personable.",Apple
 how to put a computer together?   ,No Offer,Negative Experience,Average Interview,"Awkward. it was s skype interview where the guy was in a room with kids yelling. However, he was very nice and asked me about how i used time managment in college and how i will be able to balance work and school",Apple
 Why Apple?   ,Accepted Offer,Positive Experience,Average Interview,"Hiring process took about 3 weeks after applying online. It was pretty straightforward, an in person interview and a phone interview after which I was given an offer. The interviewer were very friendly and the dress code was business casuals. The interview was conducted by a store manager.",Apple
" Coding questions, design questions. No much behavioral question. All the coding questions are not algorithmically challenging, but they are not easy to write bug free.   ",No Offer,Positive Experience,Average Interview,"Recruiter invited onsite directly for a recruiting event. No phone screen. Meet 6~7 interviewer. The most impressive are the coordination of the seamless process. The recruiters make sure that you have a bathroom or water break between sessions. As a candidate I felt I was well taken care of. The hiring managers and engineers are also very well prepared, and they are all very passionate about what they are doing. It was a great experience for me although no offer in the end.",Apple
 Why Apple?   ,Accepted Offer,Positive Experience,Average Interview,"2 interviews, nothing intensive, basic interview questions. Why Apple? Describe a time you dealt with an unruly customer and how you handled the situation? From the time I applied to the time I got the offer it was about 2 months because it took 3 weeks for me to get an email about the hiring session",Apple
 What makes you the best candidate to work for Apple?   ,Accepted Offer,Positive Experience,Difficult Interview,,Apple
 Why do you want tot work at Apple (all interviewers were so proud of apple and their culture)   ,No Offer,Negative Experience,Easy Interview,,Apple
 What are you passionate about? Name a time you went above and beyond for a customer? How are you in a team etc   ,No Offer,Neutral Experience,Difficult Interview,So I applied and a month later I was invited to a hiring event that took place just yesterday. When I arrived i was checked in and greeted by some employees. While walking into the room we were bombarded with a round of applause. We found out seat and then the employees took place in telling their role and what they were passionate about. Then it was our turn. After that we were showed a few clips and asked a couple questions afterwards such as what surprised you and so on.. After the videos were done then we answered questions at our table. I thought I did great but I'll tell you there's no real way of knowing until you get a call. There were at least 35 candidates for 3 different stores . I'd say this event is difficult because there is so many other people and they really just look at a small number to be considered,Apple
 What kind of work in previous experience   ,Accepted Offer,Positive Experience,Difficult Interview,I got a call from HR regarding potential position open in the team and then 2 phone rounds. Later they called me for one onsite interview with about 6 rounds. Each round is about 45- 50 minutes 1:1 focusing on different areas.Overall interview process is perfect! Interviewers were very friendly.,Apple
 Why do you want to work for Apple?   ,No Offer,Negative Experience,Difficult Interview,"The first interview was great, the second one not so much. I have a lot of Apple products. However, the methods used to get get my items up and running , reset etc, I feel that it would be best to go through the actual training before going through a scenerio with the interviewer.",Apple
 What would you tell a customer who just got off a plane and they can't send any messages or call out?   ,Accepted Offer,Positive Experience,Average Interview,,Apple
 What is RAM?   ,Declined Offer,Neutral Experience,Average Interview,"3 interviews. A Brief Screener with a junior recruiter, another formal Interview with a senior recruiter, and a final interviewer with a team lead.Entire interview process took place in about 10 days.",Apple
,Accepted Offer,Positive Experience,Difficult Interview,,Apple
 What can you contribute to Apple?   ,Accepted Offer,Positive Experience,Difficult Interview,Career Fair->Interview->Interview. Then I waited for like 3 days and the recruiter e-mailed me saying that they wanted to extend me an offer. It was very fast and professional. It was a little bit stressful because my second interview was with the manager of the group I ended up working with and he asked some very difficult technical questions.,Apple
 How do you find the pdf of the sum of two independent random variables?   ,Declined Offer,Neutral Experience,Difficult Interview,2 phone interview and then onsite. They problems were well explained and I had chances to ask questions. They were nice and I had to decline the offer due to family issues.,Apple
 what is your favorite apple product and why   ,Declined Offer,Negative Experience,Average Interview,"Disaster of a process. First they sent the RSVP email to the wrong email account. I use my icloud email for work related emails, but I have to sign into the jobs website with my apple ID aka a different email. I called the store twice both times them telling them about my situation. They told me both times that someone would get back to me the next day. After four days they returned my calls and I could only RSVP for the last available spot. When I arrived at the store there were four other candidates and they escorted us to somewhere they deemed ""more private"" which ended up being in the food court area. I could barely hear anything anyone said the entire interview. The employees seemed nice enough, the process took a solid hour of having to talk very loudly and then not being able to hear the other responses. Overall they seemed unorganized. It seemed like there was very little direction for the interview and even less for the structure of said interview.",Apple
 Why do you want to work at Apple   ,Declined Offer,Negative Experience,Average Interview,"Standard phone interview, then two on site interviews. Some people were late or did not show. This caused rescheduling. A long list of written questions and several projects were asked for which was really too much for an interview.",Apple
 How have you helped a customer in the past when you weren't sure the answer to their question?   ,Accepted Offer,Positive Experience,Difficult Interview,Incredibly intimidating interview process - especially for a basic sales position. At one point they had two interviews happening at the same table - each interviewee sitting at either end of the table. It was known that only one of you was moving on to the next round of interviews.,Apple
 Why Apple?   ,Declined Offer,Positive Experience,Difficult Interview,,Apple
 What were are the strengths and weaknesses of your group members?   ,No Offer,Neutral Experience,Average Interview,Met at an offsite location surrounded by Excited Apple Employees. I had read the previous reviews and was still not very prepared for what I was witnessing. I had done a previous group interview at a different retail store and it was significantly easier. They were simulating the usual packed apple store environment and seeing who could go way above and beyond.,Apple
 name a time you went above and beyond for a customer.   ,No Offer,Neutral Experience,Difficult Interview,"Applied online, got an email a couple weeks later about a hiring event. At the hiring event, there were 25-30 others. We introduced ourselves, watched video presentations, then broke up into groups of 6 where we answered 2 questions each. Last about 2 hours.",Apple
,No Offer,Positive Experience,Easy Interview,"It was a long process that took a lot of time but everyone was friendly. I had my first interview in a large group of 12 along with 4 members of apple. A week later, I had another interview which was with 2 other apple managers along with 3 other applicants. Another week later i received another interview with the market leader. This was a group interview again with 4 other people. After a week i was told they would love to bring me on but they had interview more people than the number of positions so then i was told as soon as one position opens up, i will have a job at apple. Somewhat of a let down but the job process wasn't to hard. Just have to be friendly and its more about how to talk to people than what you know. They can teach you the tech but not how to be nice to a person which is what they look for.",Apple
 Describe a time you had to integrate someone new into the workplace   ,No Offer,Positive Experience,Difficult Interview,"Got called in for an Apple hiring event, participated and went through several different videos talking about what the stores were made out of and how great its employees are. Overall it was a very positive and beneficial experience. Raise your hand whenever possible to get yourself noticed. Didn't get the offer this time but I'll keep reapplying to try again. Don't feel discouraged if you don't get it the first time its a very competitive job.",Apple
 Customer service   ,Accepted Offer,Positive Experience,Average Interview,"Applying online is a breeze, but you must be ready to respond in a timely fashion and arrive on time for the interviews (there are 3 interviews in total when I applied).",Apple
,Accepted Offer,Positive Experience,Average Interview,The entire interview process was behavioral based. Not once was I asked any questions regarding what would needed to be done to troubleshoot an Iphone or Ipad. The entire process as a while was pretty easy but it was mostly just long. Started in May and got the offer late June.,Apple
" Given read and write freq, how to calculate FIFO depth?   ",No Offer,Positive Experience,Difficult Interview,"I got phone interview and onsite interview in Cupertino, CA. The whole process tooks a long time but that was because of me.The phone interview is just asking questions about my resume, generation of fibonarzzi number and a IQ question. The onsite interview is stressful and a lot things about verification like generating random data.... The questions are hard. Something I've never heard about. But there are also some basic questions like FSM and FIFO.",Apple
 Name a time where you broke the rules to go above and beyond for a customer.   ,Accepted Offer,Negative Experience,Difficult Interview,"Hiring event of 50+ people where you have to stand out, less than ten generally make it. Best friend went to 4 hiring events. Generally 3 follow up interviews. Manager, Senior Manager, Market leader.",Apple
 Ask what I find in one of my portfolio   ,No Offer,Neutral Experience,Easy Interview,"Interviewer is pretty nice and question is quite easy to answer. However I didn't make to illustrate my findings properly. Entire process was less than 20 minutes. In general, it's a quite easy going interview, little pressure. Interviewer is very easy going.",Apple
 What do you like about our company? Be specific   ,Accepted Offer,Neutral Experience,Average Interview,"Went in to the interview confident that I had all the qualifications needed. After two weeks of applying I got call back. I went into the ""talent coordinator's"" office and she already seemed like she was in a bad mood. I kept a smile on the whole time and tried my best to bring a sparkle into her day.",Apple
 How I would test a vending machine.   ,No Offer,Neutral Experience,Average Interview,"Started with a phone interview. Then a lunch conversation, then a formal interview with the team that was rescheduled, thankfully I was able to be flexible. The last interview was rescheduled several times before being able to talk to one of the higher-ups.",Apple
 Compare the material properties   ,Declined Offer,Neutral Experience,Difficult Interview,"the interview is quite technical, I was asked with lots of questions of the material properties, strength of materials, and some non-technical behavior questions about my resume. Like some accomplishment I had etc.",Apple
 Why Apple? Tell me about yourself? What are some of your interests? Where do you see yourself here in the store?   ,Accepted Offer,Positive Experience,Average Interview,"Round one. A hiring event with maybe 20 people. Round two. A one on one meeting/ interview with two managers. Round three. Retail manager for the district just a polite conversation with get to know you type questions. After those three, I was finally told with a phone call that they were going to move forward with the hire and then I had an online background check questionnaire to fill out.",Apple
" If you had to convince someone to buy Apple's product, how would you do that?   ",Accepted Offer,Positive Experience,Average Interview,"The interview was focused on how you would deal with a customer. It was very personable and they wanted to know how I would handle certain situations. Not very technical at all, mostly communication style and conflict resolution. You need to be able to translate technical jargin into something a normal consumer could understand.",Apple
,Declined Offer,Positive Experience,Difficult Interview,"The interview process was laid back but it was nothing I've experienced in the past. Though at the end of five interviews I was offered a position at Apple. I thought it was rather rigorous for a retail store. They don't care about prior technical experience they just care about interpersonal skills, your personality and how you can connect with their customers.",Apple
 What is a time you had an upset customer? How did you handle it?   ,No Offer,Negative Experience,Easy Interview,"Phone call explaining position I currently have through temp agency Kelly services. Sounded wonderful, too good to be true. Long story short guess apple doesn't care to hire temp employees even though I'm a top performer it doesn't matter. Got rejection email 5 days later I'm assuming because I'm staffed at a temp.",Apple
 What's your experience on thin film deposition   ,No Offer,Positive Experience,Easy Interview,They noticed my resume on their HR database and then send me couple emails to schedule phone interview with me. The overall process was smooth and efficient and interviewer focused on my experiences listed on my resume. Got response within three days saying I didn't get the chance for on-site interview.,Apple
 General OOPs programming concepts and Obj C Questions   ,Accepted Offer,Positive Experience,Difficult Interview,,Apple
 What do you think Apple approach to Customer Service?   ,Accepted Offer,Positive Experience,Easy Interview,Initial interview with recruiter then two chat interviews. The questions was customer service related and technical support related. They measured me on quality of my answers and I would be sure each customer has a great experience when dealing with me,Apple
 Q: What do you think you want to improve in the group interview?   ,Accepted Offer,Positive Experience,Average Interview,,Apple
 One of the more interesting questions went as follows. Given an array of nonnegative integers which represents a histogram (bar chart in particular) how much water would it hold in between the vertical bars if you poured water over it?   ,Accepted Offer,Positive Experience,Difficult Interview,"There were three phone interviews with the recruiter, an engineer, and the team manger respectively. All were low-key and straight forward. Most questions were about experience and skills listed on my resume, but there were a smattering of technical questions as well. The onsite technical interview was took most of the day (10:45 - 5:00pm). All in all there were seven rounds including the lunchtime chat with the manager. The coding questions ran the gambit from relatively easy to somewhat difficult, but all were totally reasonable. I never felt too rushed or pressured while writing code on the whiteboard. It helped to maintain a dialogue with the interviewers while coding because they were all willing to nudge me in the right direction if I was not sure of a solution.",Apple
,Accepted Offer,Positive Experience,Difficult Interview,,Apple
 The same usual customer service questions. Same sort of questions that are on the application   ,Accepted Offer,Positive Experience,Easy Interview,,Apple
 Tell me about yourself and your experiences.   ,No Offer,Positive Experience,Difficult Interview,"quick response, but long on site interview day. interviewed with 10-12 people in a day with like 30 mins or so with each interviewer. some behavioral questions. 2 rounds on the phone and then on site interview for a full day. it was nice to see the whole campus.",Apple
 What's the difference between Vector and Raster data?   ,Accepted Offer,Positive Experience,Easy Interview,Starts with a phone/skype interview then moves into an in person. The people at Apex don't really have a clue what GIS is so the questions are really easy/ first year of GIS courses level stuff. The things you'll probably be doing task wise isn't really GIS analysis anyways so I guess it's not too important. When I was hired the team was still really small so I think they may have gotten a better system in place by now.,Apple
 Design a Flip Flop using transistors.   ,Accepted Offer,Neutral Experience,Easy Interview,"Interview was same as other companies: 1 phone screen, 1 on-site (lasting around 6 hours or so). The interview was fairly easy. All expenses was supposed to be covered, but recruiter forgot to send me information on how to submit my expenses. Study PNR things, basic design questions, everything under Digital Electronics can come up.",Apple
,Accepted Offer,Positive Experience,Average Interview,Via Skype or FaceTime. I had three of those before I finally got an offer. Since this was an at home position I didn't have to go into the store to interview. Everyone I spoke to was incredibly nice and straight forward. They were at home workers too so they were offered advice when seeking such a position. The process picked up after the second interview.,Apple
 What do people do that annoys you?   ,No Offer,Positive Experience,Difficult Interview,"3 FaceTime interviews, stressful process. The third requires you to respond to role-playing via chat to see your response times and answers to frequent customer questions. The questions were not super difficult or technical since they provide training. Most questions were geared to see your customer service and empathy.",Apple
" If you are in a boat in the middle of the pond and drop an anchor, how does the water level vary with respect to shore?   ",No Offer,Positive Experience,Average Interview,"Met with a Product Design Engineer at a University event, and after a conversation asked to see me again the next day. The next day we spoke about what I would like to do in the company and what I brought to the table, and the second half of the interview was technical.",Apple
 Apple-specific questions   ,No Offer,Negative Experience,Difficult Interview,,Apple
 where do you see yourself in 5 years   ,Accepted Offer,Positive Experience,,,Apple
Which leader do you like the most? Why do you choose retail? Describe a time you exceeds your manager&#039;s expectation. Describe a time you made some sort of positive impact? or good changes by doing something different. Bascally behavioral questions you can expect from a normal interview. and they want you to tell your story in great detail to show that you are you and you&#039;re special.   ,Accepted Offer,Positive Experience,Average Interview,"Submitted my resume on my University career fair in Dec?, heard back from the recruiter through e-mail on early Feb. the next year, had a phone interview with the HR a few days after, got the e-mail to enter into the second round interview more than 1 month later, had one on-site interview in early Apr. Group interview in the morning and 2 rounds of individual interviews in the afternoon, each with two managers and one manager, respectively, Got an offer one month later.",Apple
,Accepted Offer,Positive Experience,Average Interview,"Progressively moving up the ladder with interviewing with the direct managers, a senior manager, the store leader, and then the market leader. Five total interviews. Paced one per week. Mostly STAR format questions. Interviews are focused on how to develop connections with customers without being overly technical. They don't expect you to be an expert on Apple products. Interviewers want to see how you interact with others (especially with fellow interviewees) and how your personality can reflect on your answers. If you're not positive or genuinely enthusiastic about the current/past events of the company and during the interview process, you are not what they are looking for in a qualified candidate.",Apple
" If you were provided a chance to improve App store, what function or feature you would add or change? How do you make decision through data?   ",No Offer,Neutral Experience,Average Interview,"30 mins phone interview. In total is not intense. Introduce yourself first, professional and personal. Why do you choose apple. What they do in the team. The person is the manager, he is very nice. But the HR is not so good. They said they would answer any question I might have about the interview. I asked how many round and how long is the decision process. But never heard them back.",Apple
 Standard technical interview questions   ,No Offer,Negative Experience,Average Interview,"I interviewed with the Seattle's new icloud team. Had a couple of phone interviews that were fairly standard, and was invited onsite to their temporary office. The first onsite interview was with the hiring manager. He was smug and had strong opinions about how variables should be named, the flow of the code etc. It almost looked like he made up his no-hire decision within a couple of mins of the interview and was spending the last hr trying to convince himself why his decision was right. Whatever questions I had was replied with ""I can't disclose that information"". I don't understand what the point of asking me If I had any questions was, if you're not going to answer anything. The other interviewers and the recruiters I dealt with were pleasant. Disappointing end since I really like apple, but i'd have hated working for that manager anyways.",Apple
 How would you identify what the problem was if a certain piece of equipment failed to work?   ,No Offer,Positive Experience,Average Interview,I was put in contact with a recruiter and conducted two phone interviews that involved basic behavioral questions. I was then invited to a site interview where I had a series of 30-minute interviews throughout the day (6-8 interviews).,Apple
,Accepted Offer,Neutral Experience,Average Interview,,Apple
 I just fell and cracked my phone screen! How can I get this fixed?   ,Accepted Offer,Positive Experience,Easy Interview,"Very customer service based interviews. 3 total, 2 Facetime interviews. Focused on how to align with the customer, showing empathy, and some tech skills, but nothing major. The first interview is a screening by a recruiter, second and third are with a team manager. Needed to know minor tech troubleshooting, but mostly focused on roleplaying.",Apple
 Describe a time when you had to work along side a manager and you didnt see eye to eye   ,Accepted Offer,Positive Experience,Average Interview,"Straight forward and to the point. I had 4 interviews. The hiring event, and 3 inside the actual store. They seemed more like a chance to sit down and learn more about apple and explain my goals rather than an interview.",Apple
" Would you be open to relocating to Cupertino, CA.   ",No Offer,Negative Experience,Easy Interview,,Apple
,Declined Offer,Positive Experience,Average Interview,,Apple
 What is a time in your life that you had to deal with great adversity?   ,Accepted Offer,Positive Experience,Difficult Interview,A conversation then direct interview with hiring specialist. After a conversation with the hiring specialist you may have a conversation with the store leader. The whole point of the interview is to see if you have the right personality to work in that type of retail environment.,Apple
 How do you manage stressful and difficult situations?   ,No Offer,Negative Experience,Difficult Interview,,Apple
 clock skew modeling   ,No Offer,Positive Experience,Average Interview,2 phone screens followed by one day on site interview. All of them were highly technically oriented. Cupertino campus looked very nice. All the interviewer seemed very knowledgeable. It was on Friday and they were having beer party around 4pm :),Apple
 What do you like and dislike about your current job?   ,No Offer,Positive Experience,,"Just typical one on one interview questions. Apple hires a certain personality. It's harder to get into Apple than it is to get into Stanford. Don't answer anything negative, for example if they ask what don't you like about your previous job, say that there's nothing you dislike about it. Sell yourself as a saint.",Apple
,No Offer,Positive Experience,Average Interview,,Apple
 Talk about something you are most proud of and why it's so meaningful.   ,Accepted Offer,Positive Experience,Average Interview,"Room with about 20 other people, fill out interview form and how you heard about the interview. Then you move onto a panel interview with current managers and a couple other interviewees. Trying to get a feel for your personality and how you interact w/ others.",Apple
 Design a simple 4-Bit DAC.   ,No Offer,Positive Experience,Difficult Interview,"Talked to recruiter on job fair, and was invited to have an interview the next day. Sent me an email to create a personal profile, upload resume, cover letter, etc. Interview with the same recruiter, went straight to technical questions. No behavior questions or go through your resume. Lasted half an hour, never heard back ever since.",Apple
 Just some basic physical questions to test physics   ,No Offer,Positive Experience,Average Interview,"Applied through on campus career fair and was connected through email after several weeks. The first interview is just questions about some physical knowledge. You may make the wrong answer, but you need to show how you think of it, and the interviewer will give you hint along the way",Apple
 Tell me five ways to reduce the deflection in a cantilever beam.   ,No Offer,Positive Experience,Average Interview,,Apple
" What's more important, fixing the customer's problem or creating a good customer experience?   ",Accepted Offer,Positive Experience,Average Interview,,Apple
 How would you select the datum for a particular design and what's the worst case stack-up.   ,No Offer,Positive Experience,Difficult Interview,"I sent in my resume through a former colleague who is now working in the group I am applying to. It took them 5 month to contact me but once it started rolling, it went fast. After the initial phone screen with the HR, I had another phone call with the hiring manager. There were questions regarding my experience and some engineering fundamentals. The next day I was notified by the HR that the senior manager would like to have another phone interview one day after. Still the same question as the last one so I think he just want to double check before spending the money to bring me onsite. The next day the HR told me I will receive a design challenge and have 2 weeks to finish it. I submitted the design package on the Monday of the week which they invited me onsite. I flew coast-to-coast so they allowed me to stay a night before the interview. On the interview I had seven 1-on-1s and one 2-on-1, followed by a presentation introducing my design challenge work to about 15 people. The interview went from 9am non-stop all the way to 4pm. I was only offered a cup of water during the day. I was brought to lunch by the former colleague but it was another interview with bunch of technical questions so I wasn't able to eat well. Fortunately I took a bottle of juice, which was a life saver. They would escrow the candidate (me) to bathrooms and have someone peeing with me... which is kinda silly. After the onsite interview the hiring manager told me I could expect to hear from them before the weekend but actually it took them two more weeks to tell me that though they think I am good, they felt there's mismatch between my skill set and their expectation. The HR told me he recommended me to another group within Apple and the HR from that group will contact me if they are hiring. Not surprisingly, I never heard from that group. One thing makes the experience a little bit unpleasant was that I used about two months to chase the trip coordinator for my per diem reimbursement. I almost felt they did not intend to reimburse me.",Apple
" If someone called and was angry and yelling at you about why their email wasn't working, how would you handle that type of situation?   ",Accepted Offer,Positive Experience,Average Interview,,Apple
" Questions related to power reduction, timing analysis and optimization, what's setup time, hold time，layout and resume related questions.   ",No Offer,Positive Experience,Average Interview,Received an email from HR and scheduled for the followed week. It's an one hour interview. Mostly follows what's on your resume and trying to cover all keywords you listed there. The hiring manager conducted the interview process.,Apple
 what is your favorite food   ,Accepted Offer,Neutral Experience,Easy Interview,They asked questions and i answered the questions It was easy. They asked what is your favorite food and other dumb questions like that. I wish that it was harder but it wasn't. I don't know what else to say. that is all i have to say about hat. overall it was good.,Apple
 Why do you want to work here?   ,Accepted Offer,Positive Experience,Easy Interview,"Four stages, some group interviews after initial solo interview, interviews went great usually meeting with one general hiring manager and then meeting lots of other managers, including regional and store leaders.",Apple
" How familiar with Apple products, especially iPhone and Siri.   ",No Offer,Positive Experience,Easy Interview,"It was a group interview and there was a test for Japanese and keyboard/typing, and a discussion. The written test and typing test were very easy if you were up-to-date with Japanese culture and Apple computer.",Apple
 Write the code necessary to shuffle a deck of cards.   ,No Offer,Positive Experience,Difficult Interview,Phone screen followed by half day of interviews (5 people). Did 6 coding samples on the white board. Interviewed with hiring manager; 2 peers; and 2 members from teams I would have been working with.,Apple
